paper_id,title,doi,source,pdf_url,status,filename,timestamp
0525be4c60fb,Application of quantum computing in healthcare billing - USA,10.30574/ijsra.2025.14.1.0102,openalex,https://doi.org/10.30574/ijsra.2025.14.1.0102,download_failed,,2026-03-31T10:45:39
05a01a257cc7,Large-scale portfolio optimization using Pauli Correlation Encoding,,openalex,https://www.researchsquare.com/article/rs-8649790/latest.pdf,success,05a01a257cc7_large_scale_portfolio_optimization_using_pauli_correlation_encoding.pdf,2026-03-31T10:26:58
0608ad48d5b8,Pricing ﬁnancial derivatives with exponential quantum speedup,,none,,no_oa_source,,2026-03-31T10:45:43
060ebc7a91c0,Empirical Analysis of Quantum Compution using Qiskit Framework,10.1109/ICACCS57279.2023.10112866,none,,no_oa_source,,2026-03-31T10:45:51
06c5f405d529,Quantum Computing For Health And Financial Decision-Making: Empowering Employees To Improve Life And Finance,10.2139/ssrn.5071354,direct_repo,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN-id5071354.pdf?abstractid=5071354,download_failed,,2026-03-31T10:45:51
06db2582a06a,Introduction to Quantum Computing,10.1201/9781003674566-1,none,,no_oa_source,,2026-03-31T10:45:59
06fdf18c23c4,A Hybrid Quantum-Classical Model for Stock Price Prediction Using Quantum-Enhanced Long Short-Term Memory,10.3390/e26110954,openalex,https://www.mdpi.com/1099-4300/26/11/954/pdf?version=1730898689,download_failed,,2026-03-31T10:45:59
0757b9aa9a3b,Parametric Quantum Feature Selection Methods for Fraud andDefault Detection,10.1609/aaaiss.v7i1.36910,unpaywall,https://ojs.aaai.org/index.php/AAAI-SS/article/download/36910/39048,success,0757b9aa9a3b_parametric_quantum_feature_selection_methods_for_fraud_anddefault_detection.pdf,2026-03-30T13:38:58
075a4a34de90,Efficient state preparation for multivariate Monte Carlo simulation,,semantic_scholar,https://arxiv.org/pdf/2409.07336.pdf,success,075a4a34de90_efficient_state_preparation_for_multivariate_monte_carlo_simulation.pdf,2026-03-30T13:39:03
076cb93860b0,Quantum Bayesian networks with application to games displaying Parrondo's paradox,,openalex,https://arxiv.org/pdf/1503.08868,success,076cb93860b0_quantum_bayesian_networks_with_application_to_games_displaying_parrondo_s_parado.pdf,2026-03-31T10:29:36
0801deffcfa4,Harnessing Quantum Computing for Predictive Analysis,10.1201/9781003587835-4,none,,no_oa_source,,2026-03-31T10:46:07
081dbc9360d1,Quantum Computing Simulated Annealing Algorithm Applying in Portfolio Optimization Problem,10.4108/eai.1-9-2023.2338767,semantic_scholar,http://eudl.eu/pdf/10.4108/eai.1-9-2023.2338767,success,081dbc9360d1_quantum_computing_simulated_annealing_algorithm_applying_in_portfolio_optimizati.pdf,2026-03-30T12:29:15
082f292f8c48,Hybrid Encoding-based Quantum Self Attention for Financial Time Series Analysis,10.1109/icasspw65056.2025.11011079,none,,no_oa_source,,2026-03-31T10:46:15
090ce79070cb,Higher-Order Portfolio Optimization with Quantum Approximate Optimization Algorithm,10.1109/QCE65121.2025.00244,semantic_scholar,https://arxiv.org/pdf/2509.01496.pdf,success,090ce79070cb_higher_order_portfolio_optimization_with_quantum_approximate_optimization_algori.pdf,2026-03-30T12:29:25
0a1f9315f6a7,"Quantum computing applications, challenges, and prospects in financial portfolio optimization",10.30574/wjarr.2024.22.3.1648,unpaywall,https://wjarr.com/sites/default/files/WJARR-2024-1648.pdf,success,0a1f9315f6a7_quantum_computing_applications_challenges_and_prospects_in_financial_portfolio_o.pdf,2026-03-30T13:39:28
0a824fa99e38,Implementing Credit Risk Analysis with Quantum Singular Value Transformation,10.1109/QCE65121.2025.00243,semantic_scholar,https://arxiv.org/pdf/2507.19206.pdf,success,0a824fa99e38_implementing_credit_risk_analysis_with_quantum_singular_value_transformation.pdf,2026-03-30T13:39:34
0a96ec74c59f,Parity Quantum Optimization: Benchmarks,10.48550/arxiv.2105.06240,arxiv,https://arxiv.org/pdf/2105.06240.pdf,success,0a96ec74c59f_parity_quantum_optimization_benchmarks.pdf,2026-03-30T12:29:34
0ab110ae249c,Coherence-Gated Dimensional Access: Derivation and Physical Validation of D_eff = D_max × Φ(C),10.5281/zenodo.18839366,direct_repo,https://zenodo.org/api/records/19020824/files/coherence_gated_dimensional_access.pdf/content,success,0ab110ae249c_coherence_gated_dimensional_access_derivation_and_physical_validation_of_d_eff_d.pdf,2026-03-31T10:29:52
0ab4724fd60f,Risk management strategies: Navigating volatility in complex financial market environments,10.30574/wjarr.2025.25.1.0057,openalex,https://doi.org/10.30574/wjarr.2025.25.1.0057,download_failed,,2026-03-31T10:46:16
0b40a3e55edc,QAMOO: Quantum Approximate Multi-Objective Optimization for Portfolio Management,10.5281/zenodo.18353289,direct_repo,https://zenodo.org/api/records/18353290/files/QAMOO_Research_Paper.pdf/content,success,0b40a3e55edc_qamoo_quantum_approximate_multi_objective_optimization_for_portfolio_management.pdf,2026-03-31T10:29:57
0b549647c8e5,Scaling Analysis of Quantum Amplitude Estimation for Tokenized Asset Option Pricing: Validation and Barriers to Practical Advantage,10.13140/rg.2.2.18561.31849,openalex,https://doi.org/10.13140/rg.2.2.18561.31849,download_failed,,2026-03-31T10:46:17
0c49909a73ca,Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment,,semantic_scholar,https://arxiv.org/pdf/2509.13818.pdf,success,0c49909a73ca_hybrid_quantum_classical_neural_networks_for_few_shot_credit_risk_assessment.pdf,2026-03-30T12:30:02
0cfd33edfd1a,Empowering Credit Scoring Systems with Quantum-Enhanced Machine Learning,10.48550/arXiv.2404.00015,arxiv,https://arxiv.org/pdf/2404.00015.pdf,success,0cfd33edfd1a_empowering_credit_scoring_systems_with_quantum_enhanced_machine_learning.pdf,2026-03-30T12:30:03
0d4d912721cf,H-EFT-VA: An Effective-Field-Theory Variational Ansatz with Provable Barren Plateau Avoidance,,openalex,https://doi.org/10.48550/arxiv.2601.10479,download_failed,,2026-03-31T10:46:18
0d70169cb87f,A Comparative Study of Classical and Quantum Machine Learning for Large-Scale Financial Forecasting,10.64206/h26qc363,openalex,https://ramlai.com/index.php/ramlai/article/download/26/24,download_failed,,2026-03-31T10:46:19
0df7a9f2fffd,Q-A3C2: Quantum Reinforcement Learning with Time-Series Dynamic Clustering for Adaptive ETF Stock Selection,10.48550/arXiv.2512.21819,arxiv,https://arxiv.org/pdf/2512.21819.pdf,success,0df7a9f2fffd_q_a3c2_quantum_reinforcement_learning_with_time_series_dynamic_clustering_for_ad.pdf,2026-03-30T12:30:11
0e18f027f93b,Quantum-Assisted Optimal Rebalancing with Uncorrelated Asset Selection for Algorithmic Trading Walk-Forward QUBO Scheduling via QAOA,10.13140/rg.2.2.25392.62728,openalex,https://doi.org/10.13140/rg.2.2.25392.62728,download_failed,,2026-03-31T10:46:20
0e2942155b17,Classical optimization with imaginary time block encoding on quantum computers: The MaxCut problem,10.1103/gtq3-j37b,none,,no_oa_source,,2026-03-31T10:46:29
0e9ded454de6,Financial Technologies and Digital Assets by Using Quantum Computing,10.62802/knecd502,unpaywall,https://globalresearchandinnovationpublications.com/HCI/article/download/180/28,success,0e9ded454de6_financial_technologies_and_digital_assets_by_using_quantum_computing.pdf,2026-03-30T13:40:27
0eb7690657f2,Quantum Computing for Option Portfolio Analysis,,semantic_scholar,https://arxiv.org/pdf/2406.00486.pdf,success,0eb7690657f2_quantum_computing_for_option_portfolio_analysis.pdf,2026-03-30T12:30:29
0f3a64e9e3ed,Quantitative Analysis and Forecasting Techniques in Financial Markets: A 2022 Review,10.70088/wfwcn555,crossref,https://soapubs.com/index.php/FEI/article/download/58/48,download_failed,,2026-03-31T10:46:37
0f5c4894ccb6,"КВАНТОВИЙ МЕТОД ОПОРНИХ ВЕКТОРІВ: РОЗРОБКА ВАРІАЦІЙНИХ АЛГОРИТМІВ ДЛЯ РЕАЛІЗАЦІЇ КЛАСИФІКАЦІЇ ДАНИХ У ТЕХНІЧНИХ, ПРИРОДНИЧИХ І СОЦІАЛЬНО-ЕКОНОМІЧНИХ СИСТЕМАХ",10.31891/2307-5732-2023-321-3-11-16,unpaywall,https://heraldts.khmnu.edu.ua/index.php/heraldts/article/download/700/724,success,0f5c4894ccb6_.pdf,2026-03-30T13:40:41
0fb65bb44954,Benchmarking the performance of portfolio optimization with QAOA,10.48550/arxiv.2207.10555,arxiv,https://arxiv.org/pdf/2207.10555.pdf,success,0fb65bb44954_benchmarking_the_performance_of_portfolio_optimization_with_qaoa.pdf,2026-03-30T12:30:38
0fb8e2505865,Designing an AIOps (Artificial Intelligent Operations) Framework for Energy-Efficient IT Operations: A Case Study on Cloud Computing Environment,10.1109/SOFTT67007.2025.11213027,none,,no_oa_source,,2026-03-31T10:46:45
10832c99e683,Cost Savings Through Quantum AI-Driven Optimizations,10.4018/979-8-3373-4347-1.ch004,none,,no_oa_source,,2026-03-31T10:46:52
109c9406f3df,"Quantum Graph Neural Networks for Portfolio Optimization in Complex Financial Markets, A Novel Approach",10.1109/TQCEBT59414.2024.10545170,none,,no_oa_source,,2026-03-31T10:46:59
10a2f644907f,Quantum-inspired evolutionary algorithms,10.1201/9781003612858-2,none,,no_oa_source,,2026-03-31T10:47:07
10be86fe1795,A Comparative Analysis of Hybrid Quantum Neural Networks in Binary Credit Defaulting Tasks,10.1109/urtc60662.2023.10535032,none,,no_oa_source,,2026-03-31T10:47:15
10e947e4e6c8,Optimizing Quantum Algorithms on Bipotent Architectures,10.48550/arxiv.2303.13109,arxiv,https://arxiv.org/pdf/2303.13109.pdf,success,10e947e4e6c8_optimizing_quantum_algorithms_on_bipotent_architectures.pdf,2026-03-30T12:30:59
115e509ec529,Hybrid Quantum Market State Inference for Ultra-Short-Horizon Financial Prediction,10.5281/zenodo.17924888,openalex,https://doi.org/10.5281/zenodo.17924888,download_failed,,2026-03-31T10:47:52
11807719b419,Testing Quantum Theory by Generalizing Noncontextuality,10.1103/physrevx.13.041001,semantic_scholar,https://arxiv.org/pdf/2112.09719.pdf,success,11807719b419_testing_quantum_theory_by_generalizing_noncontextuality.pdf,2026-03-30T13:41:18
119578338c9e,Quantum Finance: Revolutionizing Financial Markets with Quantum Computing,10.1201/9781003482154-6,none,,no_oa_source,,2026-03-31T10:47:59
11ff02556b47,Quantum support vector machines for classification and regression on a trapped-ion quantum computer,10.1007/s42484-024-00165-0,semantic_scholar,https://arxiv.org/pdf/2307.02091.pdf,success,11ff02556b47_quantum_support_vector_machines_for_classification_and_regression_on_a_trapped_i.pdf,2026-03-30T12:31:16
1292782ed153,CryptoQNet: Leveraging Quantum Computing for Enhanced Cryptocurrency Market Analysis,10.1109/ESCI63694.2025.10988262,none,,no_oa_source,,2026-03-31T10:48:07
12a26364b038,Evaluating Quantum Amplitude Estimation for Pricing Multi-Asset Basket Options,10.1109/QAI63978.2025.00076,unpaywall,https://arxiv.org/pdf/2509.09432,success,12a26364b038_evaluating_quantum_amplitude_estimation_for_pricing_multi_asset_basket_options.pdf,2026-03-30T13:41:35
12e854ac62a4,"Quantum Optimization: Potential, Challenges, and the Path Forward",10.2172/2229681,unpaywall,https://www.osti.gov/servlets/purl/2229681,success,12e854ac62a4_quantum_optimization_potential_challenges_and_the_path_forward.pdf,2026-03-30T13:41:47
1312e9d3c55e,Hybrid Quantum-Classical Machine Learning with PennyLane: A Comprehensive Guide for Computational Research,,openalex,https://doi.org/10.48550/arxiv.2511.14786,download_failed,,2026-03-31T10:48:09
13544c1e7414,Quantum Machine Learning for Stock Price Movement Prediction,10.1007/978-981-95-2429-7_7,none,,no_oa_source,,2026-03-31T10:48:16
135bf0e19b10,Performance evaluation of post quantum digital signature algorithms over WDM optical communication system,10.1515/joc-2025-0104,none,,no_oa_source,,2026-03-31T10:48:24
136790c5fbc5,Space and Time Cost of Continuous Rotations in Surface Codes,,openalex,https://arxiv.org/pdf/2508.06236,success,136790c5fbc5_space_and_time_cost_of_continuous_rotations_in_surface_codes.pdf,2026-03-31T10:42:20
148be08400da,Quantum Quantile Mechanics: Solving Stochastic Differential Equations for Generating Time-Series,10.48550/arxiv.2108.03190,arxiv,https://arxiv.org/pdf/2108.03190.pdf,success,148be08400da_quantum_quantile_mechanics_solving_stochastic_differential_equations_for_generat.pdf,2026-03-30T12:31:51
14b3e6b32874,Quantum Circuits for the Black-Scholes equations via Schrödingerisation,10.48550/arXiv.2505.04304,arxiv,https://arxiv.org/pdf/2505.04304.pdf,success,14b3e6b32874_quantum_circuits_for_the_black_scholes_equations_via_schr_dingerisation.pdf,2026-03-30T12:31:51
14ceb7e36df7,Time series generation for option pricing on quantum computers using tensor network,10.48550/arXiv.2402.17148,arxiv,https://arxiv.org/pdf/2402.17148.pdf,success,14ceb7e36df7_time_series_generation_for_option_pricing_on_quantum_computers_using_tensor_netw.pdf,2026-03-30T12:31:52
1502fad8d8ac,Applying Quantum Computing to the Renewable Energy Stock Exchange to Reduce the Risk of Investment,10.1007/978-981-99-8346-9_38,none,,no_oa_source,,2026-03-31T10:48:32
157054b518f8,Quantum computing research: An in-depth exploration,10.1016/bs.adcom.2025.02.005,none,,no_oa_source,,2026-03-31T10:48:39
163d8d584a33,Hybrid QLSTM Framework for Time Series Forecasting in Dynamic Financial Markets,10.1109/ICIMIA67127.2025.11200988,none,,no_oa_source,,2026-03-31T10:48:46
1694a492105e,Accelerating variational quantum Monte Carlo using the variational quantum eigensolver,,openalex,https://arxiv.org/pdf/2307.07719,success,1694a492105e_accelerating_variational_quantum_monte_carlo_using_the_variational_quantum_eigen.pdf,2026-03-31T10:42:45
16d418f1da92,A More General Quantum Credit Risk Analysis Framework,10.3390/e25040593,openalex,https://www.mdpi.com/1099-4300/25/4/593/pdf?version=1680237584,download_failed,,2026-03-31T10:48:47
17229c637aaf,Cross-Disciplinary Integration of Quantum Computing in Economics and Finance,10.62802/zar9yr94,unpaywall,https://globalresearchandinnovationpublications.com/NGJFTYR/article/download/182/30,success,17229c637aaf_cross_disciplinary_integration_of_quantum_computing_in_economics_and_finance.pdf,2026-03-30T13:42:44
17382b2fd33a,Fundamentals of Quantum Computing Principles Qubits and Quantum Gates,10.71443/9788197933646-02,unpaywall,https://www.rademics.com/upload/17334868346207911776752e8f22d50bChapter 2.pdf,success,17382b2fd33a_fundamentals_of_quantum_computing_principles_qubits_and_quantum_gates.pdf,2026-03-30T13:42:51
173cd12aee6b,A Quantum Algorithm for Pricing Asian Options on Valuation Trees,10.3390/risks10120221,openalex,https://www.mdpi.com/2227-9091/10/12/221/pdf?version=1669277194,download_failed,,2026-03-31T10:48:48
1760158c7e1b,Option Pricing using Quantum Computers,10.3929/ethz-b-000428448,openalex,http://hdl.handle.net/20.500.11850/428448,download_failed,,2026-03-31T10:48:51
176f4217cb91,Explainable hybrid quantum neural networks for analyzing the influence of tweets on stock price prediction,10.1016/j.compeleceng.2024.109302,none,,no_oa_source,,2026-03-31T10:48:58
17bf34700dca,Capturing dynamics with noisy quantum computers,,openalex,https://doi.org/10.60602/1887-4290771,download_failed,,2026-03-31T10:49:00
183eee816106,Interacting boson problems are QMA-hard,10.1103/PhysRevLett.104.040501,unpaywall,https://arxiv.org/pdf/0905.3413,success,183eee816106_interacting_boson_problems_are_qma_hard.pdf,2026-03-30T13:43:18
1858371f4c44,Autonomous Quantum Agents for Portfolio Optimization: Orchestrating QAOA Workflows on Cloud Quantum Simulators,10.13140/rg.2.2.10881.31842,openalex,https://doi.org/10.13140/rg.2.2.10881.31842,download_failed,,2026-03-31T10:49:04
1938aae185de,Quantum-enhanced Markov Chain Monte Carlo for Combinatorial Optimization,,openalex,https://arxiv.org/pdf/2602.06171,success,1938aae185de_quantum_enhanced_markov_chain_monte_carlo_for_combinatorial_optimization.pdf,2026-03-31T10:43:02
1961129130d1,Exploring the Versatility of QAOA: A Comprehensive Review,10.1109/ICCCNT61001.2024.10725610,none,,no_oa_source,,2026-03-31T10:49:11
1993ad0237f3,Quantum computing for finance: overview and prospects,10.1016/j.revip.2019.100028,semantic_scholar,https://arxiv.org/pdf/1807.03890.pdf,success,1993ad0237f3_quantum_computing_for_finance_overview_and_prospects.pdf,2026-03-30T12:32:57
19cfac96e8fe,Quantum-Enhanced Reinforcement Learning with LSTM Forecasting Signals for Optimizing Fintech Trading Decisions,10.1109/QCE65121.2025.10325,semantic_scholar,https://arxiv.org/pdf/2507.12835.pdf,success,19cfac96e8fe_quantum_enhanced_reinforcement_learning_with_lstm_forecasting_signals_for_optimi.pdf,2026-03-30T13:43:37
1a05f3c9e973,Leveraging quantum computing business applications: a B-SLR approach and future research directions,10.1140/epjqt/s40507-026-00475-1,openalex,https://doi.org/10.1140/epjqt/s40507-026-00475-1,download_failed,,2026-03-31T10:49:13
1a0d37057236,IQNN-CS: Interpretable Quantum Neural Network for Credit Scoring,10.1007/978-3-032-13855-2_8,semantic_scholar,https://arxiv.org/pdf/2510.15044.pdf,success,1a0d37057236_iqnn_cs_interpretable_quantum_neural_network_for_credit_scoring.pdf,2026-03-30T12:33:10
1b554a506320,"A Study on Quantum and Classical Simulations for Molecular Systems, Materials Science and Financial Modeling",10.1109/PuneCon67554.2025.11379349,none,,no_oa_source,,2026-03-31T10:49:21
1b63c3136291,A Comparative Study of Quantum Optimization Techniques for Solving Combinatorial Optimization Benchmark Problems,,none,,no_oa_source,,2026-03-31T10:49:25
1b7d8c497d7d,A Generalized Quantum Inner Product and Applications to Financial Engineering,,openalex,https://arxiv.org/pdf/2201.09845,success,1b7d8c497d7d_a_generalized_quantum_inner_product_and_applications_to_financial_engineering.pdf,2026-03-31T10:43:24
1bad58b8e8e7,Empirical Evaluation of QAOA with Zero Noise Extrapolation on NISQ Hardware for Carbon Credit Portfolio Optimization in the Brazilian Cerrado,10.48550/arxiv.2602.09047,arxiv,https://arxiv.org/pdf/2602.09047.pdf,success,1bad58b8e8e7_empirical_evaluation_of_qaoa_with_zero_noise_extrapolation_on_nisq_hardware_for_.pdf,2026-03-30T12:33:25
1bc4675bdbc6,Discrete-Time Quantum Walk of a Bose-Einstein Condensate in Momentum Space,,none,,no_oa_source,,2026-03-31T10:49:30
1be7c19fc967,Harnessing Quantum Computing and Generative AI for Next-Generation Credit Fraud Detection: Real-Time Anomaly Detection and Adversarial Risk Mitigation,10.31838/ijccts.13.02.01,unpaywall,https://ijccts.org/index.php/pub/article/download/251/229/495,success,1be7c19fc967_harnessing_quantum_computing_and_generative_ai_for_next_generation_credit_fraud_.pdf,2026-03-30T13:44:09
1bf5fc02b95b,QEA-FAD: Quantum Enhanced Autoencoders for Anomaly Detection in Finance and Healthcare,10.1109/NETCRYPT65877.2025.11102801,none,,no_oa_source,,2026-03-31T10:49:38
1bf880322e6f,Quantum Speedups for Derivative Pricing Beyond Black-Scholes,,openalex,https://doi.org/10.48550/arxiv.2602.03725,download_failed,,2026-03-31T10:49:39
1c1c816351f4,Gravitational wave matched filtering by quantum Monte Carlo integration and quantum amplitude amplification,,openalex,http://link.aps.org/pdf/10.1103/PhysRevResearch.4.033150,download_failed,,2026-03-31T10:49:40
1c4934de7d9a,The Application of Quantum Approximation Optimization Algorithm in Portfolio Optimization,10.12178/1001-0548.2022019,none,,no_oa_source,,2026-03-31T10:49:50
1caec67a4a64,Quantum variational optimization: The role of entanglement and problem hardness,10.1103/PhysRevA.104.062426,unpaywall,https://arxiv.org/pdf/2103.14479,success,1caec67a4a64_quantum_variational_optimization_the_role_of_entanglement_and_problem_hardness.pdf,2026-03-30T13:44:33
1d16f793a68b,Quantum neural network for continuous variable prediction,,openalex,https://www.mdpi.com/1099-4300/25/6/937/pdf?version=1686901834,download_failed,,2026-03-31T10:49:51
1d44742c9e15,Pricing multi-asset derivatives by variational quantum algorithms,10.48550/arxiv.2207.01277,arxiv,https://arxiv.org/pdf/2207.01277.pdf,success,1d44742c9e15_pricing_multi_asset_derivatives_by_variational_quantum_algorithms.pdf,2026-03-30T12:33:57
1d49f2843829,Quantum Computing Applications in Financial Modeling and Portfolio Optimization,10.36948/ijfmr.2025.v07i06.62036,openalex,https://www.ijfmr.com/papers/2025/6/62036.pdf,success,1d49f2843829_quantum_computing_applications_in_financial_modeling_and_portfolio_optimization.pdf,2026-03-31T10:43:48
1d715e0cd1aa,"HQFS: Hybrid Quantum Classical Financial Security with VQC Forecasting, QUBO Annealing, and Audit-Ready Post-Quantum Signing",,none,,no_oa_source,,2026-03-31T10:49:56
1dc251ce8c53,Extrapolation method to optimize linear-ramp quantum approximate optimization algorithm parameters: dataset,10.5281/zenodo.18302992,openalex,https://doi.org/10.5281/zenodo.18302992,download_failed,,2026-03-31T10:49:58
1de0ca5e8cf2,Quantum Machine Learning Based on K-Means to Optimize Cross-Border Intelligent Payment Supervision,10.1145/3718751.3718859,none,,no_oa_source,,2026-03-31T10:50:05
1df699f71a29,Quantum Neural Networks: A Novel Architecture for Hybrid Quantum-Classical Algorithms,10.21203/rs.3.rs-3951691/v1,unpaywall,https://www.researchsquare.com/article/rs-3951691/latest.pdf,success,1df699f71a29_quantum_neural_networks_a_novel_architecture_for_hybrid_quantum_classical_algori.pdf,2026-03-30T13:45:14
1ea2787cdf95,Interplay of Markov Chain and Random Walk in Several Areas.,10.61173/8ea58y27,unpaywall,https://www.deanfrancis.press/ojs/index.php/te/article/download/855/TE004922.pdf,success,1ea2787cdf95_interplay_of_markov_chain_and_random_walk_in_several_areas.pdf,2026-03-30T13:45:21
1f628b8e78f9,Quantum vs. Classical Machine Learning: A Benchmark Study for Financial Prediction,10.48550/arXiv.2601.03802,arxiv,https://arxiv.org/pdf/2601.03802.pdf,success,1f628b8e78f9_quantum_vs_classical_machine_learning_a_benchmark_study_for_financial_prediction.pdf,2026-03-30T12:34:22
1f8bcb9fc16e,Continual Quantum Architecture Search with Tensor-Train Encoding: Theory and Applications to Signal Processing,10.48550/arXiv.2601.06392,arxiv,https://arxiv.org/pdf/2601.06392.pdf,success,1f8bcb9fc16e_continual_quantum_architecture_search_with_tensor_train_encoding_theory_and_appl.pdf,2026-03-30T12:34:23
20063e119947,Quantum Walk–Inspired Fourier Operators for Markovian Dynamics and Modular Structure Detection,10.1109/ICMLCA66850.2025.11336551,none,,no_oa_source,,2026-03-31T10:50:14
205f3d35d4be,Analyzing the Financial Impact of Corporate Social Responsibility Using Quantum Neural Transformer Models,10.1109/icctdc64446.2025.11158042,none,,no_oa_source,,2026-03-31T10:50:22
20b87836c550,Quantum Computing for Real-World Solutions: Optimizing Complex Problems in the Digital Era,10.62311/nesx/rb978-81-980924-2-7,unpaywall,https://www.nationaleducationservices.org/file-download/1460835/Download Full-Text Research Book  PDF Pp 1-25-4.pdf,success,20b87836c550_quantum_computing_for_real_world_solutions_optimizing_complex_problems_in_the_di.pdf,2026-03-30T13:45:54
20bf1514a7e4,Uncertainty in Supply Chain Digital Twins: A Quantum-Classical Hybrid Approach,10.48550/arXiv.2411.10254,arxiv,https://arxiv.org/pdf/2411.10254.pdf,success,20bf1514a7e4_uncertainty_in_supply_chain_digital_twins_a_quantum_classical_hybrid_approach.pdf,2026-03-30T12:34:36
20c7e1972b0b,Optimizing Mutual Fund Portfolio Management through the Application of Advanced Soft Computing Techniques,10.1109/iceeict61591.2024.10718611,none,,no_oa_source,,2026-03-31T10:50:30
20e9442a73f0,QuLTSF: Long-Term Time Series Forecasting with Quantum Machine Learning,10.48550/arxiv.2412.13769,arxiv,https://arxiv.org/pdf/2412.13769.pdf,success,20e9442a73f0_qultsf_long_term_time_series_forecasting_with_quantum_machine_learning.pdf,2026-03-30T12:34:41
21611a37dd85,Synthetic data generation with hybrid quantum-classical models for the financial sector,10.1140/epjb/s10051-024-00786-1,unpaywall,https://link.springer.com/content/pdf/10.1140/epjb/s10051-024-00786-1.pdf,success,21611a37dd85_synthetic_data_generation_with_hybrid_quantum_classical_models_for_the_financial.pdf,2026-03-30T13:46:07
21e9746e62c2,Quantum walk-based portfolio optimisation,10.22331/q-2021-07-28-513,semantic_scholar,https://arxiv.org/pdf/2011.08057.pdf,success,21e9746e62c2_quantum_walk_based_portfolio_optimisation.pdf,2026-03-30T13:46:12
223ed1df56d0,Electric Power Demand Portfolio Optimization by Fermionic QAOA with Self-Consistent Local Field Modulation,10.1109/QCE60285.2024.00061,semantic_scholar,https://arxiv.org/pdf/2505.02282.pdf,success,223ed1df56d0_electric_power_demand_portfolio_optimization_by_fermionic_qaoa_with_self_consist.pdf,2026-03-30T12:34:56
2291b049d70f,Application of Quantum Computing in Discrete Portfolio Optimization,10.2139/ssrn.4130879,direct_repo,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN-id4130879.pdf?abstractid=4130879,download_failed,,2026-03-31T10:50:31
