paper_id,title,authors,year,venue,doi,abstract,keywords,source_db,export_file,is_preprint,version_group_id
bba249f2350e,Transforming Big Data with Quantum Computing: Algorithmic Innovations and Applications,Mehta P.S.,2026,Studies in Big Data,10.1007/978-3-032-00586-1_15,,,scopus,api_search_scopus.json,0,
106ca44e1bb1,Exploring New Paradigms in Edge Computing Through the Integration of Quantum Neural Networks,Dhanasree V.,2026,Signals and Communication Technology,10.1007/978-981-95-1683-4_6,,,scopus,api_search_scopus.json,0,
128362c32534,Quantum-Enhanced Artificial Intelligence: The Next Frontier in Computing and Decision-Making,Ansarullah S.I.,2026,Studies in Big Data,10.1007/978-3-032-00586-1_4,,,scopus,api_search_scopus.json,0,
9ee4aaf0f745,Quantum advantage for multi-option portfolio pricing and valuation adjustments,Yu Han J.,2026,Quantitative Finance,10.1080/14697688.2026.2614573,,,scopus,api_search_scopus.json,0,
dd9d4a161883,Quantum Option Profit and Loss Encoding for Risk Assessment,Shi J.,2026,IEEE Transactions on Emerging Topics in Computational Intelligence,10.1109/TETCI.2025.3593781,,,scopus,api_search_scopus.json,0,
d82af049476e,IQNN-CS: Interpretable Quantum Neural Network for Credit Scoring,Khan A.S.,2026,Communications in Computer and Information Science,10.1007/978-3-032-13855-2_8,,,scopus,api_search_scopus.json,0,
24ca4814e7f2,Quantum Algorithms for Optimization Problems,Muhamediyeva D.,2026,Lecture Notes in Computer Science,10.1007/978-3-031-95296-8_17,,,scopus,api_search_scopus.json,0,
38ac29c83626,Error and resource estimates of variational quantum algorithms for solving differential equations based on Runge-Kutta methods,Dechant D.,2026,Journal of Mathematical Physics,10.1063/5.0258074,,,scopus,api_search_scopus.json,0,
da5e3922d451,Quantum Computing in Digital Marketing: The Next Revolution,Xavier B.,2026,Studies in Big Data,10.1007/978-3-032-00586-1_13,,,scopus,api_search_scopus.json,0,
75aeafc10dc7,Enhancing Interpretability of Quantum-Assisted Blockchain Clustering via AI Agent-Based Qualitative Analysis,Tsai Y.C.,2026,Communications in Computer and Information Science,10.1007/978-3-032-13883-5_1,,,scopus,api_search_scopus.json,0,
b9054ea1a95e,Quantum Machine Learning for Stock Price Movement Prediction,Gandhudi M.,2026,Uncertainty and Operations Research,10.1007/978-981-95-2429-7_7,,,scopus,api_search_scopus.json,0,
d3bab0891316,Artificial intelligence in financial market prediction: advancements in machine learning for stock price forecasting,Rohan A.,2026,Frontiers in Artificial Intelligence,10.3389/frai.2025.1696423,,,scopus,api_search_scopus.json,0,
2dd88244e56b,Harnessing Bayesian Statistics to Accelerate Iterative Quantum Amplitude Estimation,Li Q.,2026,Quantum,10.22331/q-2026-01-14-1962,,,scopus,api_search_scopus.json,0,
3666d0cc8d8b,Applications of Computational Intelligence,Vashi D.,2026,Intelligent Systems Emerging Trends and Challenges in Deep Neuro Fuzzy Models and Explainable Artificial Intelligence,10.1201/9781003540298-6,,,scopus,api_search_scopus.json,0,
1740cf4ef565,A Comparative Analysis of Classical and Quantum Computing Models for Email Spam Classification,Yelamali V.,2026,Lecture Notes in Electrical Engineering,10.1007/978-981-95-2901-8_27,,,scopus,api_search_scopus.json,0,
f4354428aebf,Developing an Agile Process for Quantum Annealing Applications: An Industrial Experience,Marchesi L.,2026,Lecture Notes in Computer Science,10.1007/978-3-032-12092-2_7,,,scopus,api_search_scopus.json,0,
bed84daa9356,"Quantum computing and digital payments: opportunities, threats, and the path toward regulation",Bush C.,2026,International Review of Law Computers and Technology,10.1080/13600869.2026.2623674,,,scopus,api_search_scopus.json,0,
125223a06a2c,"Transforming Digital Accounting: Big Data, IoT, and Industry 4.0 Technologies—A Comprehensive Survey",Thanasas G.,2026,Journal of Risk and Financial Management,10.3390/jrfm19010092,,,scopus,api_search_scopus.json,0,
7cc5b931df3d,Quantum Computing for Refinery Feedstock Optimization and Beyond,Ahmad S.F.,2026,Iptc Summit on AI for the Energy Industry Iptc 2026,10.2523/IPTC-25262-MS,,,scopus,api_search_scopus.json,0,
6bb23a58b230,Investment Trends in Quantum Computing,Maréchal L.,2026,Quantum Technologies Trends and Implications for Cyber Defense,10.1007/978-3-031-90727-2_19,,,scopus,api_search_scopus.json,0,
54fb8211ed6a,QuanGuard: Error Evolution-Based Fingerprinting for Fraud Detection in Quantum Cloud Services,Wu J.,2026,IEEE Transactions on Computers,10.1109/TC.2025.3645773,,,scopus,api_search_scopus.json,0,
a2efbaf14590,Analyzing Quantum Computing Applications Across Key Scientific Domains Using Trends and Visual Analytics,Rawat K.S.,2026,Archives of Computational Methods in Engineering,10.1007/s11831-025-10312-w,,,scopus,api_search_scopus.json,0,
fe2b1307d958,Green Financial Data Information Encryption System Based on Artificial Intelligence,He J.,2026,Lecture Notes in Networks and Systems,10.1007/978-981-96-8104-4_26,,,scopus,api_search_scopus.json,0,
a297612feb57,Quantum computing in surgery and urology — taking a quantum leap,Khanna R.,2026,Nature Reviews Urology,10.1038/s41585-025-01058-y,,,scopus,api_search_scopus.json,0,
4216193d665c,Securing Blockchain in the Age of Quantum Computing: A Survey of Current and Future Cryptographic Approaches,Deshpande S.,2026,Studies in Big Data,10.1007/978-3-032-00586-1_11,,,scopus,api_search_scopus.json,0,
3e4b26f41986,Future Trends and Innovations in Hyper Automation,Diana Judith I.,2026,Implementing Hyper Automation Strategies Best Practices and Case Studies,10.2174/9798898813000126010017,,,scopus,api_search_scopus.json,0,
f3026ab82d82,"Post-quantum Cryptography in Practice: A Survey of Algorithms, Applications, and Deployment Challenges",Pereira S.A.,2026,Lecture Notes in Networks and Systems,10.1007/978-3-032-07275-7_33,,,scopus,api_search_scopus.json,0,
f925fb295f0f,"5th International Conference on Computer Vision and Robotics, CVR 2025",,2026,Lecture Notes in Networks and Systems,,,,scopus,api_search_scopus.json,0,
70eb2ca76eac,"Intrinsic Security of Artificial Intelligence: System Vulnerabilities, Defense Mechanisms, and Theoretical Deepening",Wang X.,2026,Communications in Computer and Information Science,10.1007/978-981-95-5294-8_36,,,scopus,api_search_scopus.json,0,
0043b64d4214,Hybrid Quantum Annealing Approach for Huge Neighborhoods Searching in Application to Task Scheduling,Bożejko W.,2026,Lecture Notes in Networks and Systems,10.1007/978-3-032-14163-7_9,,,scopus,api_search_scopus.json,0,
9f4ff4d68c51,Quantum-Classical Graph Neural Networks and Jet Tagging,Velmurugan H.,2026,Communications in Computer and Information Science,10.1007/978-3-032-15931-1_3,,,scopus,api_search_scopus.json,0,
4cccea11b6fb,Game theoretical models and applications (SING 18),Ferrara M.,2026,Annals of Operations Research,10.1007/s10479-025-06985-y,,,scopus,api_search_scopus.json,0,
58318496b2b8,A Hybrid Deep Learning and Quantum Optimization Framework for Ransomware Response in Healthcare,Ahmed A.,2026,IEEE Open Journal of the Computer Society,10.1109/OJCS.2025.3648741,,,scopus,api_search_scopus.json,0,
dae51f0e34bf,To Investigate and Analyze the Applications and Impact of Machine Learning Techniques in Enhancing Computational Processing Capabilities,Archana G.,2026,Lecture Notes in Electrical Engineering,10.1007/978-981-95-0269-1_47,,,scopus,api_search_scopus.json,0,
06494e31ea00,"1st EAI International Conference on Intelligent Systems with Applications in Communications, Computing and IoT, ICISCCI 2024",,2026,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,,,,scopus,api_search_scopus.json,0,
435c28b1ff74,"13th International Conference on Mathematical Modeling in Physical Sciences, ICMSQUARE 2024",,2026,Springer Proceedings in Mathematics and Statistics,,,,scopus,api_search_scopus.json,0,
26a4e5bc63ca,A Cryptographic Revolution Using Quantum Networking for Secure Communication,Patel M.,2026,Lecture Notes in Networks and Systems,10.1007/978-3-032-02831-0_1,,,scopus,api_search_scopus.json,0,
75b1830ea62d,"5th International Conference on Modelling, Computation and Optimization in Information Systems and Management Sciences, MCO 2025",,2026,Lecture Notes in Networks and Systems,,,,scopus,api_search_scopus.json,0,
e8b6711068f0,An Intelligent Data Encryption Approach with the Entangled Mermin-Based Qkd Protocol for Secure Quantum Communications,Sharma S.,2026,Lecture Notes in Networks and Systems,10.1007/978-981-96-7760-3_9,,,scopus,api_search_scopus.json,0,
716c1762cc94,Towards Quantum-Accelerated Urban Systems: Integrating Quantum Computing into Saudi Smart City Megaprojects Architecting Quantum-Smart Infrastructure for Deployment in Vision 2030 Initiatives,Alreshidi E.,2025,International Journal of Advanced Computer Science and Applications,10.14569/IJACSA.2025.0161239,,,scopus,api_search_scopus.json,0,
67fe792cd87a,From portfolio optimization to quantum blockchain and security: a systematic review of quantum computing in finance,Naik A.S.,2025,Financial Innovation,10.1186/s40854-025-00751-6,,,scopus,api_search_scopus.json,0,
f6eeb1d656a3,High dimensional counterdiabatic quantum computing,Tancara D.,2025,Npj Quantum Information,10.1038/s41534-025-01070-5,,,scopus,api_search_scopus.json,0,
2118dc511e4a,A quantum model for constrained Markowitz modern portfolio using slack variables to process mixed-binary optimization under QAOA,Thomassin P.,2025,Quantum Machine Intelligence,10.1007/s42484-025-00330-z,,,scopus,api_search_scopus.json,0,
59e893a5a73f,A comparative analysis of classical machine learning models with quantum-inspired models for predicting world surface temperature,Pandey T.N.,2025,Scientific Reports,10.1038/s41598-025-12515-4,,,scopus,api_search_scopus.json,0,
906a0ecb339e,BLS-QLSTM: a novel hybrid quantum neural network for stock index forecasting,Su L.,2025,Humanities and Social Sciences Communications,10.1057/s41599-025-05348-z,,,scopus,api_search_scopus.json,0,
17b3717fa27a,Intermediate Qutrit-based improved quantum arithmetic operations with application on financial derivative pricing,Saha A.,2025,International Journal of Quantum Information,10.1142/S0219749925500364,,,scopus,api_search_scopus.json,0,
04df52997ce2,Quantum Computing and Cybersecurity in Accounting and Finance in the Post-Quantum World: Challenges and Opportunities for Securing Accounting and Finance Systems,Shadan H.H.,2025,Fintech,10.3390/fintech4040052,,,scopus,api_search_scopus.json,0,
a18197c6fd96,Quantum speedup for nonreversible Markov chains,Claudon B.,2025,Nature Communications,10.1038/s41467-025-65761-5,,,scopus,api_search_scopus.json,0,
0ca6c42d99a9,Quantum inspired qubit qutrit neural networks for real time financial forecasting,Bakshi K.,2025,Scientific Reports,10.1038/s41598-025-09475-0,,,scopus,api_search_scopus.json,0,
7ad50e3f30ee,Quantum Blockchain: A Theoretical Framework and Applications in Cryptocurrency,Bonaparte Y.,2025,International Journal of Financial Studies,10.3390/ijfs13040220,,,scopus,api_search_scopus.json,0,
4a76acf5e734,Quantum-inspired framework for big data analytics: evaluating the impact of movie trailers and its financial returns,Singh J.,2025,Journal of Big Data,10.1186/s40537-025-01069-x,,,scopus,api_search_scopus.json,0,
a83e3ff80810,A Survey of Quantum Machine Learning: Understanding the Current Landscape and Future Opportunities,Singh K.,2025,Operations Research Forum,10.1007/s43069-025-00569-z,,,scopus,api_search_scopus.json,0,
95b231ae933b,Quantum secured blockchain framework for enhancing post quantum data security,Reddy N.R.,2025,Scientific Reports,10.1038/s41598-025-16315-8,,,scopus,api_search_scopus.json,0,
923dd670ddd6,Alternative pipeline for option pricing using quantum computers,Manzano A.,2025,EPJ Quantum Technology,10.1140/epjqt/s40507-025-00328-3,,,scopus,api_search_scopus.json,0,
dd76a38811a1,Quantum powered credit risk assessment: a novel approach using Hybrid Quantum-Classical Deep Neural Network for Row-Type Dependent Predictive Analysis,Rath M.,2025,EPJ Quantum Technology,10.1140/epjqt/s40507-025-00323-8,,,scopus,api_search_scopus.json,0,
b0ce7444d10d,Data-driven financial fraud detection using hybrid artificial and quantum intelligence,Mia M.S.,2025,Benchcouncil Transactions on Benchmarks Standards and Evaluations,10.1016/j.tbench.2025.100252,,,scopus,api_search_scopus.json,0,
03994757fa5a,Quantum global minimum finder based on variational quantum search,Soltaninia M.,2025,Scientific Reports,10.1038/s41598-025-91407-z,,,scopus,api_search_scopus.json,0,
639276371e64,Towards a Unified Digital Ecosystem: The Role of Platform Technology Convergence,Mehmood A.,2025,Electronics Switzerland,10.3390/electronics14244787,,,scopus,api_search_scopus.json,0,
9fc555dc27e5,A new hybrid neural network framework inspired by biological systems for advanced financial forecasting,Rao C.,2025,Scientific Reports,10.1038/s41598-025-21842-5,,,scopus,api_search_scopus.json,0,
5c13ab3b3ec4,Wavelet correlation noise analysis for qubit operation variable time series,Seedhouse A.E.,2025,Scientific Reports,10.1038/s41598-024-79553-2,,,scopus,api_search_scopus.json,0,
5606f9f0ff9b,Integrating high dimensional quadratic regression with penalties based predictive modeling for hydro power plants accurate tariff prediction,Dash R.,2025,Scientific Reports,10.1038/s41598-025-09366-4,,,scopus,api_search_scopus.json,0,
eb529e58e8ac,Securing Data With Cryptography: Bridging Human Behavior and Organizational Culture in Cybersecurity,Madje U.P.,2025,Human Dimension of Cybersecurity Cultivating A Protective Organizational Culture,10.4018/979-8-3373-4154-5.ch008,,,scopus,api_search_scopus.json,0,
ecca71a573ef,Quantum Reinforcement Learning for Volt-VAR Control in Power Distribution Systems,Lin D.,2025,IEEE Open Access Journal of Power and Energy,10.1109/OAJPE.2025.3634993,,,scopus,api_search_scopus.json,0,
d1fbe698d14d,A Practical Quantum Solver for Multidimensional Partial Differential Equations,Chaudhary M.,2025,Proceedings of 2025 Workshops of the International Conference on High Performance Computing Network Storage and Analysis Sc 2025 Workshops,10.1145/3731599.3767550,,,scopus,api_search_scopus.json,0,
40124c49a43a,Quantum Optimization of Currency Arbitrage via Graph-Informed Entanglement Strategies,Moreign V.,2025,Icaif 2025 6th ACM International Conference on AI in Finance,10.1145/3768292.3770352,,,scopus,api_search_scopus.json,0,
deffd1a9777c,"Careers: 5 Tips for Breaking Into Quantum Computing: In this Growing Field, the Right Skills will Take you Far",Mok A.,2025,IEEE Spectrum,10.1109/MSPEC.2025.11237235,,,scopus,api_search_scopus.json,0,
ecfd9a7751e5,From innovation to valuation: The role of quantum technologies in asset pricing,Bonaparte Y.,2025,Finance Research Letters,10.1016/j.frl.2025.108281,,,scopus,api_search_scopus.json,0,
f32c06524aa3,The iBoxplot: A visual tool based on lows and highs to support decision-making and acquire knowledge,Maté C.G.,2025,Knowledge Based Systems,10.1016/j.knosys.2025.114000,,,scopus,api_search_scopus.json,0,
90c55cffbb52,Hybrid quantum–cloud framework for nonlinear clustering optimization and intelligent resource management,Indhumathi R.,2025,Results in Nonlinear Analysis,10.31838/rna/2025.08.03.007,,,scopus,api_search_scopus.json,0,
9bd4d4752519,Rasengan: A Transition Hamiltonian-based Approximation Algorithm for Solving Constrained Binary Optimization Problems,Jiang Q.,2025,Proceedings of the Annual International Symposium on Microarchitecture Micro,10.1145/3725843.3756107,,,scopus,api_search_scopus.json,0,
8217dd9cbb01,Classical optimization with imaginary-time block encoding on quantum computers: The MaxCut problem,Zhong D.,2025,Physical Review A,10.1103/gtq3-j37b,,,scopus,api_search_scopus.json,0,
9736c2869226,Quantum computational insurance and actuarial science,Liu H.Y.,2025,Science China Information Sciences,10.1007/s11432-024-4411-8,,,scopus,api_search_scopus.json,0,
5fc77fb6e5f8,Quantum Security Multi-Party Extremum Protocol with Greenberger–Horne–Zeilinger States,Wang P.,2025,Technologies,10.3390/technologies13100431,,,scopus,api_search_scopus.json,0,
94b9e4799c78,Enhancing variational quantum classifier performance with meta-heuristic feature selection for credit card fraud detection,Atban F.,2025,European Physical Journal Special Topics,10.1140/epjs/s11734-025-01703-y,,,scopus,api_search_scopus.json,0,
1fd2e26fb91a,A Hybrid BiLSTM-Attention and Homomorphic Encryption Framework for Privacy-Preserving Threat Detection in Cloud Computing Environments,Dyavani N.R.,2025,Spin,10.1142/S2010324725400119,,,scopus,api_search_scopus.json,0,
65d7a1c93561,Post-quantum anonymous authentication for Web3: a lattice-based decentralized linkable anonymous credential scheme,Zhaolu T.,2025,Journal of Supercomputing,10.1007/s11227-025-07872-w,,,scopus,api_search_scopus.json,0,
79930ebf9642,Quantum Algorithms for Enhancing Cybersecurity in Computational Intelligence in Healthcare,Singhal P.,2025,Quantum Algorithms for Enhancing Cybersecurity in Computational Intelligence in Healthcare,10.1201/9781003597414,,,scopus,api_search_scopus.json,0,
ac1404b33a61,"Artificial Intelligence in the Cryptocurrency Ecosystem: Crime Mechanisms, Detection Strategies, and Legal Perspectives",Kumari M.,2025,Innovations in Cryptocrime and Financial Fraud,10.4018/979-8-3373-0675-9.ch007,,,scopus,api_search_scopus.json,0,
93b2a1f9728f,Integrating Emerging Technologies for Organizational Agility: An Interdisciplinary Approach to Digital Transformation,Ruba M.,2025,High Performance Leadership for Organizational Excellence Innovation Technology and Resilience,10.4018/979-8-3373-6207-6.ch003,,,scopus,api_search_scopus.json,0,
732a35f6a09a,"Securing Bitcoin in Financial Services: New Risks, Evolving Regulations, and Institutional Strategies",Lew C.H.,2025,Technical Innovation in Financial Economics Advanced Theory Practice and Policy,10.4018/979-8-3373-2838-6.ch003,,,scopus,api_search_scopus.json,0,
4ceccd939785,Quantum state preparation for probability distributions with reflection symmetry using matrix-product states,Sano Y.,2025,Physical Review Applied,10.1103/yqj3-hyxv,,,scopus,api_search_scopus.json,0,
f97ac6971e20,Quantum alternating operator ansatz with PSO optimizer for portfolio optimization problem,Liu W.,2025,Applied Soft Computing,10.1016/j.asoc.2025.113419,,,scopus,api_search_scopus.json,0,
1eb3ed7b2091,"Quantum Machine Learning and Deep Learning: Fundamentals, Algorithms, Techniques, and Real-World Applications",Revythi M.,2025,Machine Learning and Knowledge Extraction,10.3390/make7030075,,,scopus,api_search_scopus.json,0,
9b363efedb0e,Securing financial sector applications in the quantum era: a comprehensive evaluation of NIST's recommended algorithms through use-case analysis,Sadeghi S.,2025,Expert Systems with Applications,10.1016/j.eswa.2025.128243,,,scopus,api_search_scopus.json,0,
5592452b3c4d,HQRNN-FD: A Hybrid Quantum Recurrent Neural Network for Fraud Detection,Li Y.C.,2025,Entropy,10.3390/e27090906,,,scopus,api_search_scopus.json,0,
8d6de6a8c8c4,An Exploration of Contemporary Trends in Finance Research,Mani M.,2025,Journal of the Knowledge Economy,10.1007/s13132-024-02373-2,,,scopus,api_search_scopus.json,0,
b0bd4009b6e5,Quantum Computing-The Underlying Principle Behind it,Chawla A.,2025,Prabha Materials Science Letters,10.33889/PMSL.2025.4.2.020,,,scopus,api_search_scopus.json,0,
269cce15f469,"An Extended Epistemic Framework Beyond Probability for Quantum Information Processing with Applications in Security, Artificial Intelligence, and Financial Computing",Iovane G.,2025,Entropy,10.3390/e27090977,,,scopus,api_search_scopus.json,0,
e545dbcc0163,Module-Lattice-Based Key-Encapsulation Mechanism Performance Measurements,Nagy N.,2025,Sci,10.3390/sci7030091,,,scopus,api_search_scopus.json,0,
85a23011fa54,Anomaly Detection Using Quantum Neural Networks: A Quantum-Driven Approach to Cyber Threat Identification,Varra L.B.,2025,Advancing Cyber Threat Detection Through Quantum and Edge Computing,10.4018/979-8-3373-3551-3.ch008,,,scopus,api_search_scopus.json,0,
a9db14e5bf40,Synergizing Edge AI and Quantum Machine Learning for Real-Time Cyber Threat Mitigation,Solanki S.,2025,Advancing Cyber Threat Detection Through Quantum and Edge Computing,10.4018/979-8-3373-3551-3.ch006,,,scopus,api_search_scopus.json,0,
0e07f27e1d0c,Advancing Cyber Threat Detection Through Quantum and Edge Computing,Joseph S.,2025,Advancing Cyber Threat Detection Through Quantum and Edge Computing,10.4018/979-8-3373-3551-3,,,scopus,api_search_scopus.json,0,
43e64439c654,Ethical Challenges and Regulatory Considerations in Quantum AI-Powered Cyber Threat Detection,Jariwala M.,2025,Advancing Cyber Threat Detection Through Quantum and Edge Computing,10.4018/979-8-3373-3551-3.ch009,,,scopus,api_search_scopus.json,0,
6a4d2e0a0cdf,Guardians of the Grid: Navigating Ethical Dilemmas and Regulatory Frameworks in Cyber Threat Detection,Kumar R.,2025,Advancing Cyber Threat Detection Through Quantum and Edge Computing,10.4018/979-8-3373-3551-3.ch004,,,scopus,api_search_scopus.json,0,
21d2dd64ba20,Quantum Annealing for Bi-objective Weighted Portfolio Optimization in Real-world Financial Markets,Kuo S.Y.,2025,Gecco 2025 Companion Proceedings of the 2025 Genetic and Evolutionary Computation Conference Companion,10.1145/3712255.3734282,,,scopus,api_search_scopus.json,0,
916dcba1774f,Governance and Policy Development for Research Institution Cyber Insurance,Aburub F.,2025,Cross Sector Cyber Insurance for the Intelligent Society,10.4018/979-8-3373-6340-0.ch003,,,scopus,api_search_scopus.json,0,
9b769a728102,Hybrid Quantum-classical Resilience Assessment Approach for Power Systems Under the Dynamic Evolution of Catastrophic Risks,Fu W.,2025,Zhongguo Dianji Gongcheng Xuebao Proceedings of the Chinese Society of Electrical Engineering,10.13334/j.0258-8013.pcsee.250683,,,scopus,api_search_scopus.json,0,
14eda1853ea6,Variational quantum eigensolver with linear depth problem-inspired ansatz for solving portfolio optimization in finance,Wang S.,2025,Science China Information Sciences,10.1007/s11432-024-4185-1,,,scopus,api_search_scopus.json,0,
