paper_id,title,doi,source,pdf_url,status,filename,timestamp
02db829631f9,Quantum Optimization for Portfolio Management in Financial Services Using the Variational Quantum Eigensolver (VQE) Algorithm,10.1109/ICNSoC66817.2025.00113,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=11344338&ref=,success,02db829631f9_quantum_optimization_for_portfolio_management_in_financial_services_using_the_va.pdf,2026-03-31T21:48:33
04326473e1bb,Quantum Algorithms for Solving Large-Scale Optimization Problems: Challenges and Breakthroughs,10.1109/ICoICI65217.2025.11254519,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=11254519&ref=,success,04326473e1bb_quantum_algorithms_for_solving_large_scale_optimization_problems_challenges_and_.pdf,2026-03-31T21:48:54
043b5343fb3d,hybrid quantum neural networks with amplitude encoding advancing recovery rate p,,zotero,,success,043b5343fb3d_hybrid_quantum_neural_networks_with_amplitude_encoding_advancing_recovery_rate_p.pdf,2026-04-01T10:38:14
045306ad1a16,CVaR-Based Variational Quantum Optimization for User Association in Handoff-Aware Vehicular Networks,,arxiv_title_search,https://arxiv.org/pdf/2501.08418.pdf,success,045306ad1a16_cvar_based_variational_quantum_optimization_for_user_association_in_handoff_awar.pdf,2026-03-31T13:18:55
0525be4c60fb,Application of quantum computing in healthcare billing - USA,10.30574/ijsra.2025.14.1.0102,institutional,https://ijsra.net/sites/default/files/assets/IJSRA%20ISSN%20registration%20completed.pdf,mismatch,,2026-04-03T19:10:06
05a01a257cc7,Large-scale portfolio optimization using Pauli Correlation Encoding,,openalex,https://www.researchsquare.com/article/rs-8649790/latest.pdf,success,05a01a257cc7_large_scale_portfolio_optimization_using_pauli_correlation_encoding.pdf,2026-03-31T10:26:58
06019399445b,quantum relaxation for solving multiple knapsack problems,,zotero,,success,06019399445b_quantum_relaxation_for_solving_multiple_knapsack_problems.pdf,2026-04-01T10:38:14
0608ad48d5b8,Pricing ﬁnancial derivatives with exponential quantum speedup,,none,,no_oa_source,,2026-03-31T10:45:43
060ebc7a91c0,Empirical Analysis of Quantum Compution using Qiskit Framework,10.1109/ICACCS57279.2023.10112866,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=10112866&ref=,success,060ebc7a91c0_empirical_analysis_of_quantum_compution_using_qiskit_framework.pdf,2026-03-31T21:51:11
06c5f405d529,Quantum Computing For Health And Financial Decision-Making: Empowering Employees To Improve Life And Finance,10.2139/ssrn.5071354,manual_import,,success,06c5f405d529_quantum_computing_for_health_and_financial_decision_making_empowering_employees_.pdf,2026-04-06T16:44:35
06db2582a06a,Introduction to Quantum Computing,10.1201/9781003674566-1,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.1201/9781003674566-1,download_failed,,2026-03-31T22:22:46
06fdf18c23c4,A Hybrid Quantum-Classical Model for Stock Price Prediction Using Quantum-Enhanced Long Short-Term Memory,10.3390/e26110954,mdpi_direct,/1099-4300/26/11/954/pdf?version=1730898689,success,06fdf18c23c4_a_hybrid_quantum_classical_model_for_stock_price_prediction_using_quantum_enhanc.pdf,2026-04-01T10:19:31
0757b9aa9a3b,Parametric Quantum Feature Selection Methods for Fraud andDefault Detection,10.1609/aaaiss.v7i1.36910,unpaywall,https://ojs.aaai.org/index.php/AAAI-SS/article/download/36910/39048,success,0757b9aa9a3b_parametric_quantum_feature_selection_methods_for_fraud_anddefault_detection.pdf,2026-03-30T13:38:58
075a4a34de90,Efficient state preparation for multivariate Monte Carlo simulation,,semantic_scholar,https://arxiv.org/pdf/2409.07336.pdf,success,075a4a34de90_efficient_state_preparation_for_multivariate_monte_carlo_simulation.pdf,2026-03-30T13:39:03
076cb93860b0,Quantum Bayesian networks with application to games displaying Parrondo's paradox,,openalex,https://arxiv.org/pdf/1503.08868,success,076cb93860b0_quantum_bayesian_networks_with_application_to_games_displaying_parrondo_s_parado.pdf,2026-03-31T10:29:36
0801deffcfa4,Harnessing Quantum Computing for Predictive Analysis,10.1201/9781003587835-4,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.1201/9781003587835-4,download_failed,,2026-03-31T22:23:11
081132e62980,quantum algorithm for local volatility option pricing via the kolmogorov equatio,,zotero,,success,081132e62980_quantum_algorithm_for_local_volatility_option_pricing_via_the_kolmogorov_equatio.pdf,2026-04-01T10:38:14
081dbc9360d1,Quantum Computing Simulated Annealing Algorithm Applying in Portfolio Optimization Problem,10.4108/eai.1-9-2023.2338767,semantic_scholar,http://eudl.eu/pdf/10.4108/eai.1-9-2023.2338767,success,081dbc9360d1_quantum_computing_simulated_annealing_algorithm_applying_in_portfolio_optimizati.pdf,2026-03-30T12:29:15
082f292f8c48,Hybrid Encoding-based Quantum Self Attention for Financial Time Series Analysis,10.1109/icasspw65056.2025.11011079,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=11011079&ref=,success,082f292f8c48_hybrid_encoding_based_quantum_self_attention_for_financial_time_series_analysis.pdf,2026-03-31T21:53:12
090ce79070cb,Higher-Order Portfolio Optimization with Quantum Approximate Optimization Algorithm,10.1109/QCE65121.2025.00244,semantic_scholar,https://arxiv.org/pdf/2509.01496.pdf,success,090ce79070cb_higher_order_portfolio_optimization_with_quantum_approximate_optimization_algori.pdf,2026-03-30T12:29:25
0a1f9315f6a7,"Quantum computing applications, challenges, and prospects in financial portfolio optimization",10.30574/wjarr.2024.22.3.1648,unpaywall,https://wjarr.com/sites/default/files/WJARR-2024-1648.pdf,success,0a1f9315f6a7_quantum_computing_applications_challenges_and_prospects_in_financial_portfolio_o.pdf,2026-03-30T13:39:28
0a824fa99e38,Implementing Credit Risk Analysis with Quantum Singular Value Transformation,10.1109/QCE65121.2025.00243,semantic_scholar,https://arxiv.org/pdf/2507.19206.pdf,success,0a824fa99e38_implementing_credit_risk_analysis_with_quantum_singular_value_transformation.pdf,2026-03-30T13:39:34
0a96ec74c59f,Parity Quantum Optimization: Benchmarks,10.48550/arxiv.2105.06240,arxiv,https://arxiv.org/pdf/2105.06240.pdf,success,0a96ec74c59f_parity_quantum_optimization_benchmarks.pdf,2026-03-30T12:29:34
0ab110ae249c,Coherence-Gated Dimensional Access: Derivation and Physical Validation of D_eff = D_max × Φ(C),10.5281/zenodo.18839366,direct_repo,https://zenodo.org/api/records/19020824/files/coherence_gated_dimensional_access.pdf/content,success,0ab110ae249c_coherence_gated_dimensional_access_derivation_and_physical_validation_of_d_eff_d.pdf,2026-03-31T10:29:52
0ab4724fd60f,Risk management strategies: Navigating volatility in complex financial market environments,10.30574/wjarr.2025.25.1.0057,institutional,https://wjarr.com/sites/default/files/fulltext_pdf/WJARR-2025-0057.pdf,success,0ab4724fd60f_risk_management_strategies_navigating_volatility_in_complex_financial_market_env.pdf,2026-03-31T21:53:30
0b40a3e55edc,QAMOO: Quantum Approximate Multi-Objective Optimization for Portfolio Management,10.5281/zenodo.18353289,direct_repo,https://zenodo.org/api/records/18353290/files/QAMOO_Research_Paper.pdf/content,success,0b40a3e55edc_qamoo_quantum_approximate_multi_objective_optimization_for_portfolio_management.pdf,2026-03-31T10:29:57
0b549647c8e5,Scaling Analysis of Quantum Amplitude Estimation for Tokenized Asset Option Pricing: Validation and Barriers to Practical Advantage,10.13140/rg.2.2.18561.31849,manual_import,,success,0b549647c8e5_scaling_analysis_of_quantum_amplitude_estimation_for_tokenized_asset_option_pric.pdf,2026-04-06T13:03:29
0c49909a73ca,Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment,,semantic_scholar,https://arxiv.org/pdf/2509.13818.pdf,success,0c49909a73ca_hybrid_quantum_classical_neural_networks_for_few_shot_credit_risk_assessment.pdf,2026-03-30T12:30:02
0cfd33edfd1a,Empowering Credit Scoring Systems with Quantum-Enhanced Machine Learning,10.48550/arXiv.2404.00015,arxiv,https://arxiv.org/pdf/2404.00015.pdf,success,0cfd33edfd1a_empowering_credit_scoring_systems_with_quantum_enhanced_machine_learning.pdf,2026-03-30T12:30:03
0d4d912721cf,H-EFT-VA: An Effective-Field-Theory Variational Ansatz with Provable Barren Plateau Avoidance,10.48550/arxiv.2601.10479,recovery_s2,https://arxiv.org/pdf/2601.10479.pdf,success,0d4d912721cf_h_eft_va_an_effective_field_theory_variational_ansatz_with_provable_barren_plate.pdf,2026-03-31T12:24:18
0d70169cb87f,A Comparative Study of Classical and Quantum Machine Learning for Large-Scale Financial Forecasting,10.64206/h26qc363,manual_import,,success,0d70169cb87f_a_comparative_study_of_classical_and_quantum_machine_learning_for_large_scale_fi.pdf,2026-04-06T16:44:35
0df7a9f2fffd,Q-A3C2: Quantum Reinforcement Learning with Time-Series Dynamic Clustering for Adaptive ETF Stock Selection,10.48550/arXiv.2512.21819,arxiv,https://arxiv.org/pdf/2512.21819.pdf,success,0df7a9f2fffd_q_a3c2_quantum_reinforcement_learning_with_time_series_dynamic_clustering_for_ad.pdf,2026-03-30T12:30:11
0e18f027f93b,Quantum-Assisted Optimal Rebalancing with Uncorrelated Asset Selection for Algorithmic Trading Walk-Forward QUBO Scheduling via QAOA,10.13140/rg.2.2.25392.62728,recovery_s2,https://arxiv.org/pdf/2603.16904.pdf,success,0e18f027f93b_quantum_assisted_optimal_rebalancing_with_uncorrelated_asset_selection_for_algor.pdf,2026-03-31T12:24:36
0e2942155b17,Classical optimization with imaginary time block encoding on quantum computers: The MaxCut problem,10.1103/gtq3-j37b,arxiv_title_search,https://arxiv.org/pdf/2411.10737.pdf,success,0e2942155b17_classical_optimization_with_imaginary_time_block_encoding_on_quantum_computers_t.pdf,2026-03-31T13:19:00
0e9ded454de6,Financial Technologies and Digital Assets by Using Quantum Computing,10.62802/knecd502,unpaywall,https://globalresearchandinnovationpublications.com/HCI/article/download/180/28,success,0e9ded454de6_financial_technologies_and_digital_assets_by_using_quantum_computing.pdf,2026-03-30T13:40:27
0eb7690657f2,Quantum Computing for Option Portfolio Analysis,,semantic_scholar,https://arxiv.org/pdf/2406.00486.pdf,success,0eb7690657f2_quantum_computing_for_option_portfolio_analysis.pdf,2026-03-30T12:30:29
0f3a64e9e3ed,Quantitative Analysis and Forecasting Techniques in Financial Markets: A 2022 Review,10.70088/wfwcn555,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.70088/wfwcn555,download_failed,,2026-03-31T22:23:47
0f5c4894ccb6,"КВАНТОВИЙ МЕТОД ОПОРНИХ ВЕКТОРІВ: РОЗРОБКА ВАРІАЦІЙНИХ АЛГОРИТМІВ ДЛЯ РЕАЛІЗАЦІЇ КЛАСИФІКАЦІЇ ДАНИХ У ТЕХНІЧНИХ, ПРИРОДНИЧИХ І СОЦІАЛЬНО-ЕКОНОМІЧНИХ СИСТЕМАХ",10.31891/2307-5732-2023-321-3-11-16,unpaywall,https://heraldts.khmnu.edu.ua/index.php/heraldts/article/download/700/724,success,0f5c4894ccb6_.pdf,2026-03-30T13:40:41
0fb65bb44954,Benchmarking the performance of portfolio optimization with QAOA,10.48550/arxiv.2207.10555,arxiv,https://arxiv.org/pdf/2207.10555.pdf,success,0fb65bb44954_benchmarking_the_performance_of_portfolio_optimization_with_qaoa.pdf,2026-03-30T12:30:38
0fb8e2505865,Designing an AIOps (Artificial Intelligent Operations) Framework for Energy-Efficient IT Operations: A Case Study on Cloud Computing Environment,10.1109/SOFTT67007.2025.11213027,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=11213027&ref=,success,0fb8e2505865_designing_an_aiops_artificial_intelligent_operations_framework_for_energy_effici.pdf,2026-03-31T21:54:59
10832c99e683,Cost Savings Through Quantum AI-Driven Optimizations,10.4018/979-8-3373-4347-1.ch004,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.4018/979-8-3373-4347-1.ch004,download_failed,,2026-03-31T22:23:57
109c9406f3df,"Quantum Graph Neural Networks for Portfolio Optimization in Complex Financial Markets, A Novel Approach",10.1109/TQCEBT59414.2024.10545170,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=10545170&ref=,success,109c9406f3df_quantum_graph_neural_networks_for_portfolio_optimization_in_complex_financial_ma.pdf,2026-03-31T21:55:44
10a2f644907f,Quantum-inspired evolutionary algorithms,10.1201/9781003612858-2,recovery_s2,https://arxiv.org/pdf/2407.17946.pdf,success,10a2f644907f_quantum_inspired_evolutionary_algorithms.pdf,2026-03-31T12:25:24
10be86fe1795,A Comparative Analysis of Hybrid Quantum Neural Networks in Binary Credit Defaulting Tasks,10.1109/urtc60662.2023.10535032,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=10535032&ref=,success,10be86fe1795_a_comparative_analysis_of_hybrid_quantum_neural_networks_in_binary_credit_defaul.pdf,2026-03-31T21:56:03
10e947e4e6c8,Optimizing Quantum Algorithms on Bipotent Architectures,10.48550/arxiv.2303.13109,arxiv,https://arxiv.org/pdf/2303.13109.pdf,success,10e947e4e6c8_optimizing_quantum_algorithms_on_bipotent_architectures.pdf,2026-03-30T12:30:59
115e509ec529,Hybrid Quantum Market State Inference for Ultra-Short-Horizon Financial Prediction,10.5281/zenodo.17924888,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.5281/zenodo.17924888,download_failed,,2026-03-31T22:24:07
11807719b419,Testing Quantum Theory by Generalizing Noncontextuality,10.1103/physrevx.13.041001,semantic_scholar,https://arxiv.org/pdf/2112.09719.pdf,success,11807719b419_testing_quantum_theory_by_generalizing_noncontextuality.pdf,2026-03-30T13:41:18
119578338c9e,Quantum Finance: Revolutionizing Financial Markets with Quantum Computing,10.1201/9781003482154-6,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.1201/9781003482154-6,download_failed,,2026-03-31T22:24:20
11aa443287c0,quantum computational finance quantum algorithm for portfolio optimization,,zotero,,success,11aa443287c0_quantum_computational_finance_quantum_algorithm_for_portfolio_optimization.pdf,2026-04-01T10:38:14
11ff02556b47,Quantum support vector machines for classification and regression on a trapped-ion quantum computer,10.1007/s42484-024-00165-0,semantic_scholar,https://arxiv.org/pdf/2307.02091.pdf,success,11ff02556b47_quantum_support_vector_machines_for_classification_and_regression_on_a_trapped_i.pdf,2026-03-30T12:31:16
1292782ed153,CryptoQNet: Leveraging Quantum Computing for Enhanced Cryptocurrency Market Analysis,10.1109/ESCI63694.2025.10988262,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=10988262&ref=,success,1292782ed153_cryptoqnet_leveraging_quantum_computing_for_enhanced_cryptocurrency_market_analy.pdf,2026-03-31T21:57:10
12a26364b038,Evaluating Quantum Amplitude Estimation for Pricing Multi-Asset Basket Options,10.1109/QAI63978.2025.00076,unpaywall,https://arxiv.org/pdf/2509.09432,success,12a26364b038_evaluating_quantum_amplitude_estimation_for_pricing_multi_asset_basket_options.pdf,2026-03-30T13:41:35
12e854ac62a4,"Quantum Optimization: Potential, Challenges, and the Path Forward",10.2172/2229681,unpaywall,https://www.osti.gov/servlets/purl/2229681,success,12e854ac62a4_quantum_optimization_potential_challenges_and_the_path_forward.pdf,2026-03-30T13:41:47
1312e9d3c55e,Hybrid Quantum-Classical Machine Learning with PennyLane: A Comprehensive Guide for Computational Research,,openalex,https://doi.org/10.48550/arxiv.2511.14786,download_failed,,2026-03-31T10:48:09
13544c1e7414,Quantum Machine Learning for Stock Price Movement Prediction,10.1007/978-981-95-2429-7_7,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.1007/978-981-95-2429-7_7,download_failed,,2026-04-01T09:42:09
135bf0e19b10,Performance evaluation of post quantum digital signature algorithms over WDM optical communication system,10.1515/joc-2025-0104,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.1515/joc-2025-0104,download_failed,,2026-03-31T22:24:47
136790c5fbc5,Space and Time Cost of Continuous Rotations in Surface Codes,,openalex,https://arxiv.org/pdf/2508.06236,success,136790c5fbc5_space_and_time_cost_of_continuous_rotations_in_surface_codes.pdf,2026-03-31T10:42:20
146a99b9b311,intermediate qutrit based improved quantum arithmetic operations with applicatio,,zotero,,success,146a99b9b311_intermediate_qutrit_based_improved_quantum_arithmetic_operations_with_applicatio.pdf,2026-04-01T10:38:14
14777484b99d,Quantum Algorithm for Unsupervised Anomaly Detection,10.2139/ssrn.4435630,manual_import,,success,14777484b99d_quantum_algorithm_for_unsupervised_anomaly_detection.pdf,2026-04-06T16:57:25
148be08400da,Quantum Quantile Mechanics: Solving Stochastic Differential Equations for Generating Time-Series,10.48550/arxiv.2108.03190,arxiv,https://arxiv.org/pdf/2108.03190.pdf,success,148be08400da_quantum_quantile_mechanics_solving_stochastic_differential_equations_for_generat.pdf,2026-03-30T12:31:51
14b3e6b32874,Quantum Circuits for the Black-Scholes equations via Schrödingerisation,10.48550/arXiv.2505.04304,arxiv,https://arxiv.org/pdf/2505.04304.pdf,success,14b3e6b32874_quantum_circuits_for_the_black_scholes_equations_via_schr_dingerisation.pdf,2026-03-30T12:31:51
14ceb7e36df7,Time series generation for option pricing on quantum computers using tensor network,10.48550/arXiv.2402.17148,arxiv,https://arxiv.org/pdf/2402.17148.pdf,success,14ceb7e36df7_time_series_generation_for_option_pricing_on_quantum_computers_using_tensor_netw.pdf,2026-03-30T12:31:52
1502fad8d8ac,Applying Quantum Computing to the Renewable Energy Stock Exchange to Reduce the Risk of Investment,10.1007/978-981-99-8346-9_38,institutional,https://link-springer-com.esc-web.lib.cbs.dk/content/pdf/10.1007/978-981-99-8346-9.pdf,success,1502fad8d8ac_applying_quantum_computing_to_the_renewable_energy_stock_exchange_to_reduce_the_.pdf,2026-03-31T21:58:15
157054b518f8,Quantum computing research: An in-depth exploration,10.1016/bs.adcom.2025.02.005,institutional,http://esc-web.lib.cbs.dk/login?url=https://doi.org/10.1016/bs.adcom.2025.02.005,download_failed,,2026-04-01T09:42:19
163d8d584a33,Hybrid QLSTM Framework for Time Series Forecasting in Dynamic Financial Markets,10.1109/ICIMIA67127.2025.11200988,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=11200988&ref=,success,163d8d584a33_hybrid_qlstm_framework_for_time_series_forecasting_in_dynamic_financial_markets.pdf,2026-03-31T21:58:57
1694a492105e,Accelerating variational quantum Monte Carlo using the variational quantum eigensolver,,openalex,https://arxiv.org/pdf/2307.07719,success,1694a492105e_accelerating_variational_quantum_monte_carlo_using_the_variational_quantum_eigen.pdf,2026-03-31T10:42:45
16d418f1da92,A More General Quantum Credit Risk Analysis Framework,10.3390/e25040593,mdpi_direct,https://www.mdpi.com/1099-4300/25/4/593/pdf?version=1680237584,success,16d418f1da92_a_more_general_quantum_credit_risk_analysis_framework.pdf,2026-04-01T10:25:53
17229c637aaf,Cross-Disciplinary Integration of Quantum Computing in Economics and Finance,10.62802/zar9yr94,unpaywall,https://globalresearchandinnovationpublications.com/NGJFTYR/article/download/182/30,success,17229c637aaf_cross_disciplinary_integration_of_quantum_computing_in_economics_and_finance.pdf,2026-03-30T13:42:44
17382b2fd33a,Fundamentals of Quantum Computing Principles Qubits and Quantum Gates,10.71443/9788197933646-02,unpaywall,https://www.rademics.com/upload/17334868346207911776752e8f22d50bChapter 2.pdf,success,17382b2fd33a_fundamentals_of_quantum_computing_principles_qubits_and_quantum_gates.pdf,2026-03-30T13:42:51
173cd12aee6b,A Quantum Algorithm for Pricing Asian Options on Valuation Trees,10.3390/risks10120221,mdpi_direct,https://www.mdpi.com/2227-9091/10/12/221/pdf?version=1669277194,success,173cd12aee6b_a_quantum_algorithm_for_pricing_asian_options_on_valuation_trees.pdf,2026-04-01T10:25:58
1760158c7e1b,Option Pricing using Quantum Computers,10.22331/q-2020-07-06-291,recovery_s2,https://arxiv.org/pdf/1905.02666.pdf,success,1760158c7e1b_option_pricing_using_quantum_computers.pdf,2026-03-31T12:26:55
176f4217cb91,Explainable hybrid quantum neural networks for analyzing the influence of tweets on stock price prediction,10.1016/j.compeleceng.2024.109302,manual_import,,success,176f4217cb91_explainable_hybrid_quantum_neural_networks_for_analyzing_the_influence_of_tweets.pdf,2026-04-06T16:44:35
17bf34700dca,Capturing dynamics with noisy quantum computers,,manual,,success,17bf34700dca_capturing_dynamics_with_noisy_quantum_computers.pdf,2026-04-01T20:32:08
183eee816106,Interacting boson problems are QMA-hard,10.1103/PhysRevLett.104.040501,unpaywall,https://arxiv.org/pdf/0905.3413,success,183eee816106_interacting_boson_problems_are_qma_hard.pdf,2026-03-30T13:43:18
1858371f4c44,Autonomous Quantum Agents for Portfolio Optimization: Orchestrating QAOA Workflows on Cloud Quantum Simulators,10.13140/rg.2.2.10881.31842,manual_import,,success,1858371f4c44_autonomous_quantum_agents_for_portfolio_optimization_orchestrating_qaoa_workflow.pdf,2026-04-06T16:44:35
1938aae185de,Quantum-enhanced Markov Chain Monte Carlo for Combinatorial Optimization,,openalex,https://arxiv.org/pdf/2602.06171,success,1938aae185de_quantum_enhanced_markov_chain_monte_carlo_for_combinatorial_optimization.pdf,2026-03-31T10:43:02
1961129130d1,Exploring the Versatility of QAOA: A Comprehensive Review,10.1109/ICCCNT61001.2024.10725610,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=10725610&ref=,success,1961129130d1_exploring_the_versatility_of_qaoa_a_comprehensive_review.pdf,2026-03-31T22:00:37
1993ad0237f3,Quantum computing for finance: overview and prospects,10.1016/j.revip.2019.100028,semantic_scholar,https://arxiv.org/pdf/1807.03890.pdf,success,1993ad0237f3_quantum_computing_for_finance_overview_and_prospects.pdf,2026-03-30T12:32:57
19cfac96e8fe,Quantum-Enhanced Reinforcement Learning with LSTM Forecasting Signals for Optimizing Fintech Trading Decisions,10.1109/QCE65121.2025.10325,semantic_scholar,https://arxiv.org/pdf/2507.12835.pdf,success,19cfac96e8fe_quantum_enhanced_reinforcement_learning_with_lstm_forecasting_signals_for_optimi.pdf,2026-03-30T13:43:37
1a05f3c9e973,Leveraging quantum computing business applications: a B-SLR approach and future research directions,10.1140/epjqt/s40507-026-00475-1,institutional,https://link-springer-com.esc-web.lib.cbs.dk/content/pdf/10.1140/epjqt/s40507-026-00475-1.pdf,success,1a05f3c9e973_leveraging_quantum_computing_business_applications_a_b_slr_approach_and_future_r.pdf,2026-03-31T22:00:53
1a0d37057236,IQNN-CS: Interpretable Quantum Neural Network for Credit Scoring,10.1007/978-3-032-13855-2_8,semantic_scholar,https://arxiv.org/pdf/2510.15044.pdf,success,1a0d37057236_iqnn_cs_interpretable_quantum_neural_network_for_credit_scoring.pdf,2026-03-30T12:33:10
1b554a506320,"A Study on Quantum and Classical Simulations for Molecular Systems, Materials Science and Financial Modeling",10.1109/PuneCon67554.2025.11379349,institutional,https://ieeexplore-ieee-org.esc-web.lib.cbs.dk/stampPDF/getPDF.jsp?tp=&arnumber=11379349&ref=,success,1b554a506320_a_study_on_quantum_and_classical_simulations_for_molecular_systems_materials_sci.pdf,2026-03-31T22:01:17
1b63c3136291,A Comparative Study of Quantum Optimization Techniques for Solving Combinatorial Optimization Benchmark Problems,,manual,,success,1b63c3136291_a_comparative_study_of_quantum_optimization_techniques_for_solving_combinatorial.pdf,2026-04-01T20:32:32
1b7d8c497d7d,A Generalized Quantum Inner Product and Applications to Financial Engineering,,openalex,https://arxiv.org/pdf/2201.09845,success,1b7d8c497d7d_a_generalized_quantum_inner_product_and_applications_to_financial_engineering.pdf,2026-03-31T10:43:24
1bad58b8e8e7,Empirical Evaluation of QAOA with Zero Noise Extrapolation on NISQ Hardware for Carbon Credit Portfolio Optimization in the Brazilian Cerrado,10.48550/arxiv.2602.09047,arxiv,https://arxiv.org/pdf/2602.09047.pdf,success,1bad58b8e8e7_empirical_evaluation_of_qaoa_with_zero_noise_extrapolation_on_nisq_hardware_for_.pdf,2026-03-30T12:33:25
1bc4675bdbc6,Discrete-Time Quantum Walk of a Bose-Einstein Condensate in Momentum Space,,manual,,success,1bc4675bdbc6_discrete_time_quantum_walk_of_a_bose_einstein_condensate_in_momentum_space.pdf,2026-04-01T20:33:57
