paper_id,title,authors,year,doi,venue,source_db
89a54b4268bd,qaoa_portfolio_optimization.py — QAOA Benchmark for Cardinality-Constrained Portfolio Selection,Britt,2025,10.5281/zenodo.18079637,Zenodo (CERN European Organization for Nuclear Research),openalex
b6835993edd2,quantum_monte_carlo_pricer.py — Disruptive Quantum-Inspired Option Pricing Engine,Britt,2025,10.5281/zenodo.18013314,Zenodo (CERN European Organization for Nuclear Research),openalex
6b2b4f6ba298,"&lt;div&gt; Multiplicative-Weights Methods and Gibbs-State Preparation for Conic Portfolio Optimization:&amp;nbsp;&lt;/div&gt;&lt;div&gt; A Mathematical Framework Connecting Quantum Algorithms, Jordan Algebras, and Quantitative Finance&lt;/div&gt;",Miquel Noguer i Alonso,2026,10.2139/ssrn.6103666,SSRN Electronic Journal,openalex
b7810a7c699b,A quantum neural network with built-in self-attention mechanism,Shangshang Shi; Zhimin Wang; J. X. Li; Y. N. Li; Ruimin Shang; Haiyong Zheng; Guoqiang Zhong; Yu Gu; Xin Huang,2026,10.1016/j.neucom.2026.132862,Neurocomputing,openalex
1858371f4c44,Autonomous Quantum Agents for Portfolio Optimization: Orchestrating QAOA Workflows on Cloud Quantum Simulators,Kaushik Ganguly,2026,10.13140/rg.2.2.10881.31842,,openalex
10832c99e683,Cost Savings Through Quantum AI-Driven Optimizations,Pranali Dhawas; Pranali Faye; Pooja Pimpalshende; Kaveri Samir Deosarkar; Rajendra Motiramji Rewatkar; Devendra Joshi,2026,10.4018/979-8-3373-4347-1.ch004,Advances in computational intelligence and robotics book series,openalex
b9898808569b,Empirical Evaluation of Quantum Kernel Learning for Sector Rotation Prediction: Using Fama–French 10 Industry Portfolios,Tohru Nakajima,2026,10.20944/preprints202602.0745.v1,Preprints.org,openalex
3f8ab7317ca4,Extrapolation method to optimize linear-ramp quantum approximate optimization algorithm parameters: Evaluation of runtime scaling,Vanessa Dehn; Martin Zaefferer; Gerhard Hellstern; Karthik Jayadevan; Florentin Reiter; Thomas Wellens,2026,10.1103/l5r4-zcqv,"Physical review. A/Physical review, A",openalex
1dc251ce8c53,Extrapolation method to optimize linear-ramp quantum approximate optimization algorithm parameters: dataset,Thomas Wellens; Vanessa Dehn; Martin Zaefferer; Gerhard Hellstern; Karthik Jayadevan; Florentin Reiter,2026,10.5281/zenodo.18302993,Zenodo (CERN European Organization for Nuclear Research),openalex
0801deffcfa4,Harnessing Quantum Computing for Predictive Analysis,Talla Shirisha; M. Rajyalaxmi,2026,10.1201/9781003587835-4,Auerbach Publications eBooks,openalex
d7449b1ba0c5,Improving credit card transaction fraud detection using CVQBoosting,Bethel Hui Ting LOKE; Nirvik SAHOO; Bingyan Guan; Minrui XU; Dev VERMA; Paul Robert GRIFFIN,2026,,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),openalex
62e5c8b6b617,"Integration of Hybrid Quantum–Neuromorphic AI With Cloud, Edge, and High-Performance Computing Environments",Arun B Prasad; Ajay Prasad; Dineshkumar Rajendran; Anurag Tiwari; T. Akilan; Islombek Khushvaktov,2026,10.4018/979-8-3373-7779-7.ch007,Advances in computational intelligence and robotics book series,openalex
06db2582a06a,Introduction to Quantum Computing,Sabia Hassan; Syed Naseer Ahmad Shah; Kaisar J. Giri,2026,10.1201/9781003674566-1,Auerbach Publications eBooks,openalex
3bd0da5c69ac,"PREreview of ""The Inverse Born Rule Fallacy: On the Informational Limits of Phase-Locked Amplitude Encoding""",Shireesh Apte,2026,10.5281/zenodo.18793266,Zenodo (CERN European Organization for Nuclear Research),openalex
2b4dc3c2ba75,Quantum Algorithms for Stochastic Differential Equations: Achieving Polynomial and Super-Polynomial Speedups for High-Dimensional Systems,Yalla Jnan Devi Satya Prasad,2026,10.22541/au.176764501.12582212/v1,,openalex
394db2cbf8da,Quantum Approximate Optimization Algorithm for Portfolio Selection: A Comparative Study with Classical Markowitz Optimization,Gabriel Padilla,2026,10.2139/ssrn.5793303,SSRN Electronic Journal,openalex
aa6714606396,Quantum Computing and Industry Transformation,V. Preetha; K. K. Archana; R. Abinaya; S. A. Amala Nirmal Doss; M. K. Sundaram,2026,10.1201/9781003587835-12,Auerbach Publications eBooks,openalex
91e1bc2b1a72,Quantum Computing for Refinery Feedstock Optimization and Beyond,Syed Farhan Ahmad; Mohamed Habib Loukil; Aaron Frye; Gregory T. Byrd,2026,10.2523/iptc-25262-ms,,openalex
7ea4faff382d,Quantum Enabled-Algorithms and Market Prediction and Execution for Ultra-Low-Latency High-Frequency Trading in Global Markets,Shilpi Yadav; Vandana Roy; Somnath Banerjee; Sardar M. N. Islam,2026,10.25397/f3ys-jj93,,openalex
d1d94604a9f6,Quantum Monte Carlo simulations,Jung H.,2026,10.1016/bs.adcom.2025.07.008,Advances in Computers,scopus
b1aad69bad2c,Quantum-Driven Paradigms: Pioneering Artificial Intelligence Beyond Classical Borders,Tanmay Gupta; S. B. Goyal; Anand Singh Rajawat; Sardar M. N. Islam,2026,10.25397/pg0d-8b42,,openalex
68b9ec9dea63,Quantum-Enhanced Temporal Embeddings via a Hybrid Seq2Seq Architecture,Tien-Ching Hsieh; Yun-Cheng Tsai; Samuel Yen-Chi Chen,2026,,arXiv,arxiv
55025d58c227,Recursive Quantum Decoherence and Classical Emergence Simulator,Adam L McEvoy,2026,10.5281/zenodo.18978473,Zenodo (CERN European Organization for Nuclear Research),openalex
0b549647c8e5,Scaling Analysis of Quantum Amplitude Estimation for Tokenized Asset Option Pricing: Validation and Barriers to Practical Advantage,Abraham Itzhak Weinberg,2026,10.2139/ssrn.6186258,SSRN Electronic Journal,openalex
f88bb4cc0c22,Systematic Review on the Influence of Classical and Quantum Machine Learning in the Financial Sector,Gunaleswaran Murugaraj; Ramanan Krishnan; Leelavathi Harikrishnan; Muthusundar Sellapan Kandasamy,2026,10.1016/j.dsm.2026.01.001,Data Science and Management,openalex
ebc427ff9eca,The Semicircle Constraint: Geometric Foundations for Variational Quantum Algorithm Optimization,Mark Newton,2026,10.5281/zenodo.18406224,Zenodo (CERN European Organization for Nuclear Research),openalex
251a3166cf94,hgribeirogeo/qaoa-carbon-cerrado: v1.0 - Initial Release for Quantum Journal Submission,hgribeirogeo,2026,10.5281/zenodo.18418054,Zenodo (CERN European Organization for Nuclear Research),openalex
32f23740c07f,hgribeirogeo/qaoa-carbon-cerrado: v2.0 - Seven-Run Validation Study,hgribeirogeo,2026,10.5281/zenodo.18507119,Zenodo (CERN European Organization for Nuclear Research),openalex
7e22c616ae62,Portfolio Optimization: Applications in Quantum Computing,Michael Marzec,2016,10.1002/9781118593486.ch4,,openalex
313a1d740d27,Quantum Kernel methods for anomaly detection in high-velocity data streams,Kamal Singh Bisht,2025,10.30574/wjaets.2025.15.2.0694,World Journal of Advanced Engineering Technology and Sciences,openalex
4d0406b8b736,Advanced frameworks for fraud detection leveraging quantum machine learning and data science in fintech ecosystems,Temitope Oluwatosin Fatunmbi,2024,10.30574/wjaets.2024.12.1.0057,World Journal of Advanced Engineering Technology and Sciences,openalex
0525be4c60fb,Application of quantum computing in healthcare billing - USA,Rohan Desai,2025,10.30574/ijsra.2025.14.1.0102,International Journal of Science and Research Archive,openalex
30c35313cb34,"Quantum computing in financial portfolio optimization: Case-based insights into efficiency, risk management, and market impact",Priyanka Arora; Kanchan Garg; Mansi Sharma,2025,10.33545/27068919.2025.v7.i3b.1570,International Journal of Advanced Academic Studies,openalex
26668f5bb362,Quantum-Enhanced AI and Machine Learning: Transforming Predictive Analytics,Faris K. AL Shammri; ‪Mahmood A. Al-Shareeda‬‏; Alaa Ahmed Abbood; Mohammed Amin Almaiah; Rommel Mahmoud AlAli,2025,10.2174/0123520965377470250225062938,Recent Advances in Electrical & Electronic Engineering (Formerly Recent Patents on Electrical & Electronic Engineering),openalex
