paper_id,title,abstract,authors,year,doi
b10591681791,Enhancing Knapsack-based Financial Portfolio Optimization Using Quantum Approximate Optimization Algorithm,"Portfolio optimization is a primary component of the decision-making process in finance, aiming to tactfully allocate assets to achieve optimal returns while considering various constraints. Herein, we proposed a method that uses the knapsack-based portfolio optimization problem and incorporates the quantum computing capabilities of the quantum walk mixer with the quantum approximate optimization algorithm (QAOA) to address the challenges presented by the NP-hard problem. Additionally, we present the sequential procedure of our suggested approach and demonstrate empirical proof to illustrate the effectiveness of the proposed method in finding the optimal asset allocations across various constraints and asset choices. Moreover, we discuss the effectiveness of the QAOA components in relation to our proposed method. Consequently, our study successfully achieves the approximate ratio of the portfolio optimization technique using a circuit layer of p>=3, compared to the classical best-known solution of the knapsack problem. Our proposed methods potentially contribute to the growing field of quantum finance by offering insights into the potential benefits of employing quantum algorithms for complex optimization tasks in financial portfolio management.",Chansreynich Huot; Kimleang Kea; Tae-Kyung Kim; Youngsun Han,2024,
b5e9ac66ddce,Quantum Amplitude Estimation in the Presence of Noise,"Quantum Amplitude Estimation (QAE) -- a technique by which the amplitude of a given quantum state can be estimated with quadratically fewer queries than by standard sampling -- is a key sub-routine in several important quantum algorithms, including Grover search and Quantum Monte-Carlo methods. An obstacle to implementing QAE in near-term noisy intermediate-scale quantum (NISQ) devices has been the need to perform Quantum Phase Estimation (QPE) -- a costly procedure -- as a sub-routine. This impediment was lifted with various QPE-free methods of QAE, wherein Grover queries of varying depths / powers (often according to a ""schedule"") are followed immediately by measurements and classical post-processing techniques like maximum likelihood estimation (MLE). Existing analyses as to the optimality of various query schedules in these QPE-free QAE schemes have hitherto assumed noise-free systems. In this work, we analyse QPE-free QAE under common noise models that may afflict NISQ devices and report on the optimality of various query schedules in the noisy regime. We demonstrate that, given an accurate noise characterization of one's system, one must choose a schedule that balances the trade-off between the greater ideal performance achieved by higher-depth circuits, and the correspondingly greater accumulation of noise-induced error.",Eric G. Brown; Oktay Goktas; W. K. Tham,2020,
24946c5b6c21,Towards Quantum Advantage in Financial Market Risk using Quantum Gradient Algorithms,"We introduce a quantum algorithm to compute the market risk of financial derivatives. Previous work has shown that quantum amplitude estimation can accelerate derivative pricing quadratically in the target error and we extend this to a quadratic error scaling advantage in market risk computation. We show that employing quantum gradient estimation algorithms can deliver a further quadratic advantage in the number of the associated market sensitivities, usually called greeks. By numerically simulating the quantum gradient estimation algorithms on financial derivatives of practical interest, we demonstrate that not only can we successfully estimate the greeks in the examples studied, but that the resource requirements can be significantly lower in practice than what is expected by theoretical complexity bounds. This additional advantage in the computation of financial market risk lowers the estimated logical clock rate required for financial quantum advantage from Chakrabarti et al. [Quantum 5, 463 (2021)] by a factor of ~7, from 50MHz to 7MHz, even for a modest number of greeks by industry standards (four). Moreover, we show that if we have access to enough resources, the quantum algorithm can be parallelized across 60 QPUs, in which case the logical clock rate of each device required to achieve the same overall runtime as the serial execution would be ~100kHz. Throughout this work, we summarize and compare several different combinations of quantum and classical approaches that could be used for computing the market risk of financial derivatives.",Nikitas Stamatopoulos; Guglielmo Mazzola; Stefan Woerner; William J. Zeng,2021,10.22331/q-2022-07-20-770
47412220e1bb,Quantum Computational Algorithms for Derivative Pricing and Credit Risk in a Regime Switching Economy,"Quantum computers are not yet up to the task of providing computational advantages for practical stochastic diffusion models commonly used by financial analysts. In this paper we introduce a class of stochastic processes that are both realistic in terms of mimicking financial market risks as well as more amenable to potential quantum computational advantages. The type of models we study are based on a regime switching volatility model driven by a Markov chain with observable states. The basic model features a Geometric Brownian Motion with drift and volatility parameters determined by the finite states of a Markov chain. We study algorithms to estimate credit risk and option pricing on a gate-based quantum computer. These models bring us closer to realistic market settings, and therefore quantum computing closer the realm of practical applications.",Eric Ghysels; Jack Morgan; Hamed Mohammadbagherpoor,2023,
e35ea72a378e,Finding the Optimal Currency Composition of Foreign Exchange Reserves with a Quantum Computer,"Portfolio optimization is an inseparable part of strategic asset allocation at the Czech National Bank. Quantum computing is a new technology offering algorithms for that problem. The capabilities and limitations of quantum computers with regard to portfolio optimization should therefore be investigated. In this paper, we focus on applications of quantum algorithms to dynamic portfolio optimization based on the Markowitz model. In particular, we compare algorithms for universal gate-based quantum computers (the QAOA, the VQE and Grover adaptive search), single-purpose quantum annealers, the classical exact branch and bound solver and classical heuristic algorithms (simulated annealing and genetic optimization). To run the quantum algorithms we use the IBM Quantum\textsuperscript{TM} gate-based quantum computer. We also employ the quantum annealer offered by D-Wave. We demonstrate portfolio optimization on finding the optimal currency composition of the CNB's FX reserves. A secondary goal of the paper is to provide staff of central banks and other financial market regulators with literature on quantum optimization algorithms, because financial firms are active in finding possible applications of quantum computing.",Martin Vesely,2023,
f123e5ead03b,Bermudan option pricing by quantum amplitude estimation and Chebyshev interpolation,"Pricing of financial derivatives, in particular early exercisable options such as Bermudan options, is an important but heavy numerical task in financial institutions, and its speed-up will provide a large business impact. Recently, applications of quantum computing to financial problems have been started to be investigated. In this paper, we first propose a quantum algorithm for Bermudan option pricing. This method performs the approximation of the continuation value, which is a crucial part of Bermudan option pricing, by Chebyshev interpolation, using the values at interpolation nodes estimated by quantum amplitude estimation. In this method, the number of calls to the oracle to generate underlying asset price paths scales as $\widetilde{O}(ε^{-1})$, where $ε$ is the error tolerance of the option price. This means the quadratic speed-up compared with classical Monte Carlo-based methods such as least-squares Monte Carlo, in which the oracle call number is $\widetilde{O}(ε^{-2})$.",Koichi Miyamoto,2021,
c5fa20e739f7,Improving the trainability of VQE on NISQ computers for solving portfolio optimization using convex interpolation,"Solving combinatorial optimization problems using variational quantum algorithms (VQAs) might be a promise application in the NISQ era. However, the limited trainability of VQAs could hinder their scalability to large problem sizes. In this paper, we improve the trainability of variational quantum eigensolver (VQE) by utilizing convex interpolation to solve portfolio optimization. Based on convex interpolation, the location of the ground state can be evaluated by learning the property of a small subset of basis states in the Hilbert space. This enlightens naturally the proposals of the strategies of close-to-solution initialization, regular cost function landscape, and recursive ansatz equilibrium partition. The successfully implementation of a $40$-qubit experiment using only $10$ superconducting qubits demonstrates the effectiveness of our proposals. Furthermore, the quantum inspiration has also spurred the development of a prototype greedy algorithm. Extensive numerical simulations indicate that the hybridization of VQE and greedy algorithms achieves a mutual complementarity, combining the advantages of both global and local optimization methods. Our proposals can be extended to improve the trainability for solving other large-scale combinatorial optimization problems that are widely used in real applications, paving the way to unleash quantum advantages of NISQ computers in the near future.",Shengbin Wang; Guihui Li; Zhimin Wang; Zhaoyun Chen; Peng Wang; Yongjian Gu; Yu-Chun Wu; Guo-Ping Guo,2024,
1d44742c9e15,Pricing multi-asset derivatives by variational quantum algorithms,"Pricing a multi-asset derivative is an important problem in financial engineering, both theoretically and practically. Although it is suitable to numerically solve partial differential equations to calculate the prices of certain types of derivatives, the computational complexity increases exponentially as the number of underlying assets increases in some classical methods, such as the finite difference method. Therefore, there are efforts to reduce the computational complexity by using quantum computation. However, when solving with naive quantum algorithms, the target derivative price is embedded in the amplitude of one basis of the quantum state, and so an exponential complexity is required to obtain the solution. To avoid the bottleneck, the previous study~[Miyamoto and Kubo, IEEE Transactions on Quantum Engineering, \textbf{3}, 1--25 (2022)] utilizes the fact that the present price of a derivative can be obtained by its discounted expected value at any future point in time and shows that the quantum algorithm can reduce the complexity. In this paper, to make the algorithm feasible to run on a small quantum computer, we use variational quantum simulation to solve the Black-Scholes equation and compute the derivative price from the inner product between the solution and a probability distribution. This avoids the measurement bottleneck of the naive approach and would provide quantum speedup even in noisy quantum computers. We also conduct numerical experiments to validate our method. Our method will be an important breakthrough in derivative pricing using small-scale quantum computers.",Kenji Kubo; Koichi Miyamoto; Kosuke Mitarai; Keisuke Fujii,2022,
14b3e6b32874,Quantum Circuits for the Black-Scholes equations via Schrödingerisation,"In this paper, we construct quantum circuits for the Black-Scholes equations, a cornerstone of financial modeling, based on a quantum algorithm that overcome the cure of high dimensionality. Our approach leverages the Schrödingerisation technique, which converts linear partial and ordinary differential equations with non-unitary dynamics into a system evolved by unitary dynamics. This is achieved through a warped phase transformation that lifts the problem into a higher-dimensional space, enabling the simulation of the Black-Scholes equation on a quantum computer. We will conduct a thorough complexity analysis to highlight the quantum advantages of our approach compared to existing algorithms. The effectiveness of our quantum circuit is substantiated through extensive numerical experiments.",Shi Jin; Zihao Tang; Xu Yin; Lei Zhang,2025,
7d9c1f3a2af2,Achieving High-Quality Portfolio Optimization with the Variational Quantum Eigensolver,"Portfolio optimization is a fundamental problem in finance that aims to determine the optimal allocation of assets within a portfolio to maximize returns while minimizing risk. It can be formulated as a Quadratic Unconstrained Binary Optimization (QUBO) problem, which is NP-hard. Quantum computing offers the potential to solve such problems more efficiently than classical methods. In this work, we employ the Variational Quantum Eigensolver (VQE) to address the portfolio optimization problem. To increase the likelihood of converging to high-quality solutions, we propose using the Weighted Conditional Value-at-Risk (WCVaR) as the cost function and the Covariance Matrix Adaptation Evolution Strategy (CMA-ES) as the optimizer. Our experiments are conducted using the classical simulations on the Wuyue QuantumAI platform. The results demonstrate that the combination of WCVaR and CMA-ES leads to improved performance in solving the portfolio optimization problem.",Anbang Wang; Zhonggang Lv; Zhenyuan Ma; Dunbo Cai; Zhihong Zhang,2025,
49dc03e35036,A Threshold for Quantum Advantage in Derivative Pricing,"We give an upper bound on the resources required for valuable quantum advantage in pricing derivatives. To do so, we give the first complete resource estimates for useful quantum derivative pricing, using autocallable and Target Accrual Redemption Forward (TARF) derivatives as benchmark use cases. We uncover blocking challenges in known approaches and introduce a new method for quantum derivative pricing - the re-parameterization method - that avoids them. This method combines pre-trained variational circuits with fault-tolerant quantum computing to dramatically reduce resource requirements. We find that the benchmark use cases we examine require 8k logical qubits and a T-depth of 54 million. We estimate that quantum advantage would require executing this program at the order of a second. While the resource requirements given here are out of reach of current systems, we hope they will provide a roadmap for further improvements in algorithms, implementations, and planned hardware architectures.",Shouvanik Chakrabarti; Rajiv Krishnakumar; Guglielmo Mazzola; Nikitas Stamatopoulos; Stefan Woerner; William J. Zeng,2020,10.22331/q-2021-06-01-463
05a01a257cc7,Large-scale portfolio optimization using Pauli Correlation Encoding,"Portfolio optimization is a cornerstone of financial decision-making, traditionally relying on classical algorithms to balance risk and return. Recent advances in quantum computing offer a promising alternative, leveraging quantum algorithms to efficiently explore complex solution spaces and potentially outperform classical methods in high-dimensional settings. However, conventional quantum approaches typically assume a one-to-one correspondence between qubits and variables (e.g. financial assets), which severely limits the applicability of gate-based quantum systems due to current hardware constraints. As a result, only quantum annealing-like methods have been used in realistic scenarios. In this work, we show how a gate-based variational quantum algorithm can be applied to a real-world portfolio optimization problem by assigning multiple variables per qubit. Specifically, we address a problem involving over 250 variables, where the market graph representing a real stock market is iteratively partitioned into sub-portfolios of highly correlated assets. This approach enables improved scalability compared to traditional variational methods and opens new possibilities for quantum-enhanced financial applications.",Vicente P. Soloviev; Michal Krompiec,2025,
c8f73887462d,Quantum Monte Carlo Integration for Simulation-Based Optimisation,"We investigate the feasibility of integrating quantum algorithms as subroutines of simulation-based optimisation problems with relevance to and potential applications in mathematical finance. To this end, we conduct a thorough analysis of all systematic errors arising in the formulation of quantum Monte Carlo integration in order to better understand the resources required to encode various distributions such as a Gaussian, and to evaluate statistical quantities such as the Value-at-Risk (VaR) and Conditional-Value-at-Risk (CVaR) of an asset. Finally, we study the applicability of quantum Monte Carlo integration for fundamental financial use cases in terms of simulation-based optimisations, notably Mean-Conditional-Value-at-Risk (Mean-CVaR) and (risky) Mean-Variance (Mean-Var) optimisation problems. In particular, we study the Mean-Var optimisation problem in the presence of noise on a quantum device, and benchmark a quantum error mitigation method that applies to quantum amplitude estimation -- a key subroutine of quantum Monte Carlo integration -- showcasing the utility of such an approach.",Jingjing Cui; Philippe J. S. de Brouwer; Steven Herbert; Philip Intallura; Cahit Kargi; Georgios Korpas; Alexandre Krajenbrink; William Shoosmith; Ifan Williams; Ban Zheng,2024,
c915be959ff5,Comparative analysis of diverse methodologies for portfolio optimization leveraging quantum annealing techniques,"Portfolio optimization (PO) is extensively employed in financial services to assist in achieving investment objectives. By providing an optimal asset allocation, PO effectively balances the risk and returns associated with investments. However, it is important to note that as the number of involved assets and constraints increases, the portfolio optimization problem can become increasingly difficult to solve, falling into the category of NP-hard problems. In such scenarios, classical algorithms, such as the Monte Carlo method, exhibit limitations in addressing this challenge when the number of stocks in the portfolio grows. Quantum annealing algorithm holds promise for solving complex portfolio optimization problems in the NISQ era. Many studies have demonstrated the advantages of various quantum annealing algorithm variations over the standard quantum annealing approach. In this work, we conduct a numerical investigation of randomly generated unconstrained single-period discrete mean-variance portfolio optimization instances. We explore the application of a variety of unconventional quantum annealing algorithms, employing both forward annealing and reverse annealing schedules. By comparing the time-to-solution(TTS) and success probabilities of diverse approaches, we show that certain methods exhibit advantages in enhancing the success probability when utilizing conventional forward annealing schedules. Furthermore, we find that the implementation of reverse annealing schedules can significantly improve the performance of select unconventional quantum annealing algorithms.",Zhijie Tang; Alex Lu Dou; Arit Kumar Bishwas,2024,
3716460f49f0,Quantum algorithms for numerical differentiation of expected values with respect to parameters,"The quantum algorithms for Monte Carlo integration (QMCI), which are based on quantum amplitude estimation (QAE), speed up expected value calculation compared with classical counterparts, and have been widely investigated along with their applications to industrial problems such as financial derivative pricing. In this paper, we consider an expected value of a function of a stochastic variable and a real-valued parameter, and how to calculate derivatives of the expectation with respect to the parameter. This problem is related to calculating sensitivities of financial derivatives, and so of industrial importance. Based on QMCI and the general-order central difference formula for numerical differentiation, we propose two quantum methods for this problem, and evaluate their complexities. The first one, which we call the naive iteration method, simply calculates the formula by iterative computations and additions of the terms in it, and then estimates its expected value by QAE. The second one, which we name the sum-in-QAE method, performs the summation of the terms at the same time as the sum over the possible values of the stochastic variable in a single QAE. We see that, depending on the smoothness of the function and the number of qubits available, either of two methods is better than the other. In particular, when the function is nonsmooth or we want to save the qubit number, the sum-in-QAE method can be advantageous.",Koichi Miyamoto,2021,
1993ad0237f3,Quantum computing for finance: overview and prospects,"We discuss how quantum computation can be applied to financial problems, providing an overview of current approaches and potential prospects. We review quantum optimization algorithms, and expose how quantum annealers can be used to optimize portfolios, find arbitrage opportunities, and perform credit scoring. We also discuss deep-learning in finance, and suggestions to improve these methods through quantum machine learning. Finally, we consider quantum amplitude estimation, and how it can result in a quantum speed-up for Monte Carlo sampling. This has direct applications to many current financial methods, including pricing of derivatives and risk analysis. Perspectives are also discussed.",Roman Orus; Samuel Mugel; Enrique Lizaso,2018,10.1016/j.revip.2019.100028
b155d83ad4b5,Quantum Portfolio Optimization with Expert Analysis Evaluation,"Quantum algorithms have gained increasing attention for addressing complex combinatorial problems in finance, notably portfolio optimization. This study systematically benchmarks two prominent variational quantum approaches, Variational Quantum Eigensolver (VQE) and Quantum Approximate Optimization Algorithm (QAOA), under diverse experimental settings, including different asset universes, ansatz architectures, and circuit depths. Although both methods demonstrate effective cost function minimization, the resulting portfolios often violate essential financial criteria, such as adequate diversification and realistic risk exposure. To bridge the gap between computational optimization and practical viability, we introduce an Expert Analysis Evaluation framework in which financial professionals assess the economic soundness and the market feasibility of quantum-optimized portfolios. Our results highlight a critical disparity between algorithmic performance and financial applicability, emphasizing the necessity of incorporating expert judgment into quantum-assisted decision-making pipelines.",Nouhaila Innan; Ayesha Saleem; Alberto Marchisio; Muhammad Shafique,2025,10.1109/QCE65121.2025.10344
11aa443287c0,Quantum computational finance: quantum algorithm for portfolio optimization,"We present a quantum algorithm for portfolio optimization. We discuss the market data input, the processing of such data via quantum operations, and the output of financially relevant results. Given quantum access to the historical record of returns, the algorithm determines the optimal risk-return tradeoff curve and allows one to sample from the optimal portfolio. The algorithm can in principle attain a run time of ${\rm poly}(\log(N))$, where $N$ is the size of the historical return dataset. Direct classical algorithms for determining the risk-return curve and other properties of the optimal portfolio take time ${\rm poly}(N)$ and we discuss potential quantum speedups in light of the recent works on efficient classical sampling approaches.",Patrick Rebentrost; Seth Lloyd,2018,
f792c5e92b0c,Prospects and challenges of quantum finance,"Quantum computers are expected to have substantial impact on the finance industry, as they will be able to solve certain problems considerably faster than the best known classical algorithms. In this article we describe such potential applications of quantum computing to finance, starting with the state-of-the-art and focusing in particular on recent works by the QC Ware team. We consider quantum speedups for Monte Carlo methods, portfolio optimization, and machine learning. For each application we describe the extent of quantum speedup possible and estimate the quantum resources required to achieve a practical speedup. The near-term relevance of these quantum finance algorithms varies widely across applications - some of them are heuristic algorithms designed to be amenable to near-term prototype quantum computers, while others are proven speedups which require larger-scale quantum computers to implement. We also describe powerful ways to bring these speedups closer to experimental feasibility - in particular describing lower depth algorithms for Monte Carlo methods and quantum machine learning, as well as quantum annealing heuristics for portfolio optimization. This article is targeted at financial professionals and no particular background in quantum computation is assumed.",Adam Bouland; Wim van Dam; Hamed Joorati; Iordanis Kerenidis; Anupam Prakash,2020,
